Input	Match type	Approved symbol	Approved name	HGNC ID	Location
ADAP2	Approved symbol	ADAP2	ArfGAP with dual PH domains 2	HGNC:16487	17q11.2
ADAR	Approved symbol	ADAR	adenosine deaminase, RNA-specific	HGNC:225	1q21.3
ADCK3	Approved symbol	ADCK3	aarF domain containing kinase 3	HGNC:16812	1q42.11
ADCY4	Approved symbol	ADCY4	adenylate cyclase 4	HGNC:235	14q11.2
ADCY6	Approved symbol	ADCY6	adenylate cyclase 6	HGNC:237	12q12-q13
ADD3	Approved symbol	ADD3	adducin 3 (gamma)	HGNC:245	10q25.2
ADH1A	Approved symbol	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	HGNC:249	4q23
ADIPOR2	Approved symbol	ADIPOR2	adiponectin receptor 2	HGNC:24041	12p13
ADORA1	Approved symbol	ADORA1	adenosine A1 receptor	HGNC:262	1q32.1
ADPRHL1	Approved symbol	ADPRHL1	ADP-ribosylhydrolase like 1	HGNC:21303	13q34
ADRB2	Approved symbol	ADRB2	adrenoceptor beta 2, surface	HGNC:286	5q31-q32
ADSS	Approved symbol	ADSS	adenylosuccinate synthase	HGNC:292	1q44
ADSSL1	Approved symbol	ADSSL1	adenylosuccinate synthase like 1	HGNC:20093	14q32.33
AFMID	Approved symbol	AFMID	arylformamidase	HGNC:20910	17q25.3
AGL	Approved symbol	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	HGNC:321	1p21
AGPAT2	Approved symbol	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	HGNC:325	9q34.3
AGPS	Approved symbol	AGPS	alkylglycerone phosphate synthase	HGNC:327	2q
AHCY	Approved symbol	AHCY	adenosylhomocysteinase	HGNC:343	20q11.22
AHCYL1	Approved symbol	AHCYL1	adenosylhomocysteinase-like 1	HGNC:344	1p13
AHI1	Approved symbol	AHI1	Abelson helper integration site 1	HGNC:21575	6q23.2
AHSA2	Approved symbol	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	HGNC:20437	2p14
AIG1	Approved symbol	AIG1	androgen-induced 1	HGNC:21607	6q24.1
AJ420536	Unmatched				
AK000019	Unmatched				
AK055561	Unmatched				
AK095715	Unmatched				
AK128346	Unmatched				
AK130741	Unmatched				
AK4	Approved symbol	AK4	adenylate kinase 4	HGNC:363	1p31.3
AKIRIN1	Approved symbol	AKIRIN1	akirin 1	HGNC:25744	1p34.3
AKNA	Approved symbol	AKNA	AT-hook transcription factor	HGNC:24108	9q32
AKR7A2	Approved symbol	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	HGNC:389	1p36.13
AKR7A3	Approved symbol	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	HGNC:390	1p36.13
AKT1	Approved symbol	AKT1	v-akt murine thymoma viral oncogene homolog 1	HGNC:391	14q32.33
AL049980	Unmatched				
AL080095	Unmatched				
AL713763	Unmatched				
ALDH2	Approved symbol	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	HGNC:404	12q24.12
ALDH6A1	Approved symbol	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	HGNC:7179	14q24.3
ALDOA	Approved symbol	ALDOA	aldolase A, fructose-bisphosphate	HGNC:414	16p11.2
ALG13	Approved symbol	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	HGNC:30881	Xq23
ALG5	Approved symbol	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	HGNC:20266	13q13.1
ALG8	Approved symbol	ALG8	ALG8, alpha-1,3-glucosyltransferase	HGNC:23161	11q14.1
AMD1	Approved symbol	AMD1	adenosylmethionine decarboxylase 1	HGNC:457	6q21
AMFR	Approved symbol	AMFR	autocrine motility factor receptor, E3 ubiquitin protein ligase	HGNC:463	16q21
AMMECR1	Approved symbol	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	HGNC:467	Xq22.3
AMPH	Approved symbol	AMPH	amphiphysin	HGNC:471	7p14-p13
AMT	Approved symbol	AMT	aminomethyltransferase	HGNC:473	3p21.31
AMY2A	Approved symbol	AMY2A	amylase, alpha 2A (pancreatic)	HGNC:477	1p21.1
ANG	Approved symbol	ANG	angiogenin, ribonuclease, RNase A family, 5	HGNC:483	14q11.1-q11.2
ANGPT1	Approved symbol	ANGPT1	angiopoietin 1	HGNC:484	8q23.1
ANKMY1	Approved symbol	ANKMY1	ankyrin repeat and MYND domain containing 1	HGNC:20987	2q37.3
ANKRD10	Approved symbol	ANKRD10	ankyrin repeat domain 10	HGNC:20265	13q33.3
ANKRD46	Approved symbol	ANKRD46	ankyrin repeat domain 46	HGNC:27229	8q22.3
ANKRD50	Approved symbol	ANKRD50	ankyrin repeat domain 50	HGNC:29223	4q28.1
ANKRD57	Previous symbol	SOWAHC	sosondowah ankyrin repeat domain family member C	HGNC:26149	2q13
ANKRD9	Approved symbol	ANKRD9	ankyrin repeat domain 9	HGNC:20096	14q32.33
ANLN	Approved symbol	ANLN	anillin, actin binding protein	HGNC:14082	7p15-p14
ANO1	Approved symbol	ANO1	anoctamin 1, calcium activated chloride channel	HGNC:21625	11q13.2
ANTXR1	Approved symbol	ANTXR1	anthrax toxin receptor 1	HGNC:21014	2p13.1
ANTXR2	Approved symbol	ANTXR2	anthrax toxin receptor 2	HGNC:21732	4q21.3
ANXA1	Approved symbol	ANXA1	annexin A1	HGNC:533	9q21.13
ANXA2	Approved symbol	ANXA2	annexin A2	HGNC:537	15q22.2
ANXA8	Approved symbol	ANXA8	annexin A8	HGNC:546	10q11.22
AP1G2	Approved symbol	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	HGNC:556	14q11.2
AP1S1	Approved symbol	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	HGNC:559	7q22.1
AP1S2	Approved symbol	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	HGNC:560	Xp22
AP2B1	Approved symbol	AP2B1	adaptor-related protein complex 2, beta 1 subunit	HGNC:563	17q12
AP3M2	Approved symbol	AP3M2	adaptor-related protein complex 3, mu 2 subunit	HGNC:570	8p11.2
AP3S1	Approved symbol	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	HGNC:2013	5q22
APBB3	Approved symbol	APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	HGNC:20708	5q31
APCDD1	Approved symbol	APCDD1	adenomatosis polyposis coli down-regulated 1	HGNC:15718	18p11.21
APH1A	Approved symbol	APH1A	APH1A gamma secretase subunit	HGNC:29509	1q21.2
APH1B	Approved symbol	APH1B	APH1B gamma secretase subunit	HGNC:24080	15q22.2
APIP	Approved symbol	APIP	APAF1 interacting protein	HGNC:17581	11p13
APLP2	Approved symbol	APLP2	amyloid beta (A4) precursor-like protein 2	HGNC:598	11q24
APOBEC3A	Approved symbol	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	HGNC:17343	22q13.1-q13.2
APOLD1	Approved symbol	APOLD1	apolipoprotein L domain containing 1	HGNC:25268	12p13.2
APP	Approved symbol	APP	amyloid beta (A4) precursor protein	HGNC:620	21q21.2
APPBP2	Approved symbol	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	HGNC:622	17q23.2
AQP11	Approved symbol	AQP11	aquaporin 11	HGNC:19940	11q13.5
ARFGAP1	Approved symbol	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	HGNC:15852	20q13.33
ARFGAP1	Previous symbol	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	HGNC:661	22q13.2
ARFGAP3	Approved symbol	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	HGNC:661	22q13.2
ARGLU1	Approved symbol	ARGLU1	arginine and glutamate rich 1	HGNC:25482	13q33.3
ARHGAP21	Approved symbol	ARHGAP21	Rho GTPase activating protein 21	HGNC:23725	10p12.31
ARHGAP32	Approved symbol	ARHGAP32	Rho GTPase activating protein 32	HGNC:17399	11q24.3
ARHGAP39	Approved symbol	ARHGAP39	Rho GTPase activating protein 39	HGNC:29351	8q24.3
ARHGEF10	Approved symbol	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	HGNC:14103	8p23
ARHGEF2	Approved symbol	ARHGEF2	Rho/Rac guanine nucleotide exchange factor (GEF) 2	HGNC:682	1q21-q22
ARHGEF3	Approved symbol	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	HGNC:683	3p14.3
ARHGEF35	Approved symbol	ARHGEF35	Rho guanine nucleotide exchange factor (GEF) 35	HGNC:33846	7q35
ARHGEF37	Approved symbol	ARHGEF37	Rho guanine nucleotide exchange factor (GEF) 37	HGNC:34430	5q33.1
ARHGEF6	Approved symbol	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	HGNC:685	Xq26
ARID4B	Approved symbol	ARID4B	AT rich interactive domain 4B (RBP1-like)	HGNC:15550	1q42.3
ARID5B	Approved symbol	ARID5B	AT rich interactive domain 5B (MRF1-like)	HGNC:17362	10q11.22
ARL3	Approved symbol	ARL3	ADP-ribosylation factor-like 3	HGNC:694	10q23.3
ARL4A	Approved symbol	ARL4A	ADP-ribosylation factor-like 4A	HGNC:695	7p21.3
ARNT2	Approved symbol	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	HGNC:16876	15q25.1
ARPC3	Approved symbol	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	HGNC:706	12q24
ARPC4	Approved symbol	ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	HGNC:707	3p25
ARPP19	Approved symbol	ARPP19	cAMP-regulated phosphoprotein, 19kDa	HGNC:16967	15q11.2
ARSD	Approved symbol	ARSD	arylsulfatase D	HGNC:717	Xp22.3
ASAH1	Approved symbol	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	HGNC:735	8p22
ASAP1	Approved symbol	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	HGNC:2720	8q24.1-q24.2
ASAP3	Approved symbol	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	HGNC:14987	1p36.13
ASB13	Approved symbol	ASB13	ankyrin repeat and SOCS box containing 13	HGNC:19765	10p15.1
ASB9	Approved symbol	ASB9	ankyrin repeat and SOCS box containing 9	HGNC:17184	Xp22.2
ASF1B	Approved symbol	ASF1B	anti-silencing function 1B histone chaperone	HGNC:20996	19p13.12
ASH2L	Approved symbol	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	HGNC:744	8p11.2
ASNS	Approved symbol	ASNS	asparagine synthetase (glutamine-hydrolyzing)	HGNC:753	7q21.3
ASPH	Approved symbol	ASPH	aspartate beta-hydroxylase	HGNC:757	8q12.1
ASPM	Approved symbol	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	HGNC:19048	1q31
ASTN2	Approved symbol	ASTN2	astrotactin 2	HGNC:17021	9q33
ATAD2	Approved symbol	ATAD2	ATPase family, AAA domain containing 2	HGNC:30123	8q24.13
ATF3	Approved symbol	ATF3	activating transcription factor 3	HGNC:785	1q32.3
ATF4	Approved symbol	ATF4	activating transcription factor 4	HGNC:786	22q13.1
ATG12	Approved symbol	ATG12	autophagy related 12	HGNC:588	5q21-q22
ATG4B	Approved symbol	ATG4B	autophagy related 4B, cysteine peptidase	HGNC:20790	2q37.3
ATL2	Approved symbol	ATL2	atlastin GTPase 2	HGNC:24047	2p22.3
ATL3	Approved symbol	ATL3	atlastin GTPase 3	HGNC:24526	11q13.1
ATP11B	Approved symbol	ATP11B	ATPase, class VI, type 11B	HGNC:13553	3q27
ATP13A1	Approved symbol	ATP13A1	ATPase type 13A1	HGNC:24215	19p13.11
ATP1A1	Approved symbol	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	HGNC:799	1p13
ATP1B3	Approved symbol	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	HGNC:806	3q23
ATP2A2	Approved symbol	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	HGNC:812	12q24.11
ATP2A3	Approved symbol	ATP2A3	ATPase, Ca++ transporting, ubiquitous	HGNC:813	17p13.3
ATP2C1	Approved symbol	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	HGNC:13211	3q21.3
ATP5C1	Approved symbol	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	HGNC:833	10p14
ATP5F1	Approved symbol	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	HGNC:840	1p13.2
ATP5G1	Approved symbol	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	HGNC:841	17q21.32
ATP5G2	Approved symbol	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	HGNC:842	12q13.13
ATP5J	Approved symbol	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	HGNC:847	21q21.1
ATP6V0D1	Approved symbol	ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	HGNC:13724	16q22
ATP6V0E1	Approved symbol	ATP6V0E1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	HGNC:863	5q35.2
ATP6V0E2	Approved symbol	ATP6V0E2	ATPase, H+ transporting V0 subunit e2	HGNC:21723	7q36.1
ATP6V1C2	Approved symbol	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	HGNC:18264	2p25.1
ATP6V1H	Approved symbol	ATP6V1H	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	HGNC:18303	8q11.2
ATP7B	Approved symbol	ATP7B	ATPase, Cu++ transporting, beta polypeptide	HGNC:870	13q14.3
ATP8B4	Approved symbol	ATP8B4	ATPase, class I, type 8B, member 4	HGNC:13536	15q21.2
ATP9A	Approved symbol	ATP9A	ATPase, class II, type 9A	HGNC:13540	20q13.2
ATXN1	Approved symbol	ATXN1	ataxin 1	HGNC:10548	6p23
ATXN7L3B	Approved symbol	ATXN7L3B	ataxin 7-like 3B	HGNC:37931	12q21
AURKA	Approved symbol	AURKA	aurora kinase A	HGNC:11393	20q13
AUTS2	Approved symbol	AUTS2	autism susceptibility candidate 2	HGNC:14262	7q11.22
AX746755	Unmatched				
AZIN1	Approved symbol	AZIN1	antizyme inhibitor 1	HGNC:16432	8q22.3
B3GNT2	Approved symbol	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	HGNC:15629	2p15
B4GALT1	Approved symbol	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	HGNC:924	9p13
B4GALT3	Approved symbol	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	HGNC:926	1q23.3
B4GALT5	Approved symbol	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	HGNC:928	20q13.1-q13.2
BACE2	Approved symbol	BACE2	beta-site APP-cleaving enzyme 2	HGNC:934	21q22.3
BAG3	Approved symbol	BAG3	BCL2-associated athanogene 3	HGNC:939	10q25.2-q26.2
BAG4	Approved symbol	BAG4	BCL2-associated athanogene 4	HGNC:940	8p11.23
BAIAP2L1	Approved symbol	BAIAP2L1	BAI1-associated protein 2-like 1	HGNC:21649	7q22.1
BAMBI	Approved symbol	BAMBI	BMP and activin membrane-bound inhibitor	HGNC:30251	10p12.3-p11.2
BATF	Approved symbol	BATF	basic leucine zipper transcription factor, ATF-like	HGNC:958	14q24
BBOX1	Approved symbol	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	HGNC:964	11p
BBS1	Approved symbol	BBS1	Bardet-Biedl syndrome 1	HGNC:966	11q13
BBS4	Approved symbol	BBS4	Bardet-Biedl syndrome 4	HGNC:969	15q22.3-q23
BBX	Approved symbol	BBX	bobby sox homolog (Drosophila)	HGNC:14422	3q13.1
BCAP29	Approved symbol	BCAP29	B-cell receptor-associated protein 29	HGNC:24131	7q22.3
BCAS4	Approved symbol	BCAS4	breast carcinoma amplified sequence 4	HGNC:14367	20q13
BCAT2	Approved symbol	BCAT2	branched chain amino-acid transaminase 2, mitochondrial	HGNC:977	19q13.33
BCL11A	Approved symbol	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	HGNC:13221	2p16.1
BCL11B	Approved symbol	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	HGNC:13222	14q32
BCL2L12	Approved symbol	BCL2L12	BCL2-like 12 (proline rich)	HGNC:13787	19q13.3
BCL9	Approved symbol	BCL9	B-cell CLL/lymphoma 9	HGNC:1008	1q21
BE693417	Unmatched				
BG698090	Unmatched				
BHLHE40	Approved symbol	BHLHE40	basic helix-loop-helix family, member e40	HGNC:1046	3p26
BHLHE40	Synonyms	BHLHE40	basic helix-loop-helix family, member e40	HGNC:1046	3p26
BI836710	Unmatched				
BIRC5	Approved symbol	BIRC5	baculoviral IAP repeat containing 5	HGNC:593	17q25.3
BIVM	Approved symbol	BIVM	basic, immunoglobulin-like variable motif containing	HGNC:16034	13q33.1
BLOC1S1-RDH5	Unmatched				
BLVRA	Approved symbol	BLVRA	biliverdin reductase A	HGNC:1062	7p13
BLVRB	Approved symbol	BLVRB	biliverdin reductase B	HGNC:1063	19q13.1-q13.2
BMI1	Approved symbol	BMI1	BMI1 proto-oncogene, polycomb ring finger	HGNC:1066	10p13
BMP1	Approved symbol	BMP1	bone morphogenetic protein 1	HGNC:1067	8p21
BMP4	Approved symbol	BMP4	bone morphogenetic protein 4	HGNC:1071	14q22-q23
BMP7	Approved symbol	BMP7	bone morphogenetic protein 7	HGNC:1074	20q13
BNIP3L	Approved symbol	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	HGNC:1085	8p21
BNIPL	Approved symbol	BNIPL	BCL2/adenovirus E1B 19kD interacting protein like	HGNC:16976	1q21.2
BOLA2	Approved symbol	BOLA2	bolA family member 2	HGNC:29488	16p11.2
BOLA2B	Approved symbol	BOLA2B	bolA family member 2B	HGNC:32479	16p11.2
BOP1	Approved symbol	BOP1	block of proliferation 1	HGNC:15519	8q24.3
BQ884345	Unmatched				
BRD3	Approved symbol	BRD3	bromodomain containing 3	HGNC:1104	9q34
BRF2	Approved symbol	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit	HGNC:17298	8p11.23
BRF2	Previous symbol	ZFP36L2	ZFP36 ring finger protein-like 2	HGNC:1108	2p22.3-p21
BRI3	Approved symbol	BRI3	brain protein I3	HGNC:1109	7q21.3
BRI3	Synonyms	ITM2C	integral membrane protein 2C	HGNC:6175	2q37
BRI3BP	Approved symbol	BRI3BP	BRI3 binding protein	HGNC:14251	12q24.1
BRP44	Previous symbol	MPC2	mitochondrial pyruvate carrier 2	HGNC:24515	1q24
BRWD1	Approved symbol	BRWD1	bromodomain and WD repeat domain containing 1	HGNC:12760	21q22.2
BSCL2	Approved symbol	BSCL2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	HGNC:15832	11q13
BSG	Approved symbol	BSG	basigin (Ok blood group)	HGNC:1116	19p13.3
BTF3	Approved symbol	BTF3	basic transcription factor 3	HGNC:1125	5q13.3
BTF3	Synonyms	BTN3A3	butyrophilin, subfamily 3, member A3	HGNC:1140	6p22.1
BTG1	Approved symbol	BTG1	B-cell translocation gene 1, anti-proliferative	HGNC:1130	12q21.33
BTG3	Approved symbol	BTG3	BTG family, member 3	HGNC:1132	21q21.1
BTRC	Approved symbol	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	HGNC:1144	10q24.32
BUB1	Approved symbol	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	HGNC:1148	2q13
BUB3	Approved symbol	BUB3	BUB3 mitotic checkpoint protein	HGNC:1151	10q24
BX093206	Unmatched				
BX103639	Unmatched				
BX116720	Unmatched				
BX647159	Unmatched				
BX647938	Unmatched				
BZW1	Approved symbol	BZW1	basic leucine zipper and W2 domains 1	HGNC:18380	2q33
BZW2	Approved symbol	BZW2	basic leucine zipper and W2 domains 2	HGNC:18808	7p21.3
C10orf116	Previous symbol	ADIRF	adipogenesis regulatory factor	HGNC:24043	10q23.31
C10orf32	Approved symbol	C10orf32	chromosome 10 open reading frame 32	HGNC:23516	10q24.33
C10orf32-AS3MT	Unmatched				
C10orf35	Approved symbol	C10orf35	chromosome 10 open reading frame 35	HGNC:23519	10q22.2
C10orf57	Previous symbol	TMEM254	transmembrane protein 254	HGNC:25804	10q23.1
C10orf58	Previous symbol	FAM213A	family with sequence similarity 213, member A	HGNC:28651	10q23.1
C11orf1	Approved symbol	C11orf1	chromosome 11 open reading frame 1	HGNC:1163	11q23.1
C11orf41	Previous symbol	KIAA1549L	KIAA1549-like	HGNC:24836	11p13
C11orf67	Previous symbol	AAMDC	adipogenesis associated, Mth938 domain containing	HGNC:30205	11q14.1
C11orf70	Approved symbol	C11orf70	chromosome 11 open reading frame 70	HGNC:28188	11q22.1
C11orf73	Approved symbol	C11orf73	chromosome 11 open reading frame 73	HGNC:26938	11q14.2
C11orf75	Previous symbol	SMCO4	single-pass membrane protein with coiled-coil domains 4	HGNC:24810	11q21
C11orf82	Previous symbol	DDIAS	DNA damage-induced apoptosis suppressor	HGNC:26351	11q14.1
C12orf57	Approved symbol	C12orf57	chromosome 12 open reading frame 57	HGNC:29521	12p13.31
C12orf75	Approved symbol	C12orf75	chromosome 12 open reading frame 75	HGNC:35164	12q23.3
C13orf15	Previous symbol	RGCC	regulator of cell cycle	HGNC:20369	13q14.11
C14orf102	Previous symbol	NRDE2	NRDE-2, necessary for RNA interference, domain containing	HGNC:20186	14q32.11
C14orf147	Previous symbol	SPTSSA	serine palmitoyltransferase, small subunit A	HGNC:20361	14q13.1
C14orf159	Approved symbol	C14orf159	chromosome 14 open reading frame 159	HGNC:20498	14q32.11
C14orf166	Approved symbol	C14orf166	chromosome 14 open reading frame 166	HGNC:23169	14q22.1
C14orf45	Previous symbol	CCDC176	coiled-coil domain containing 176	HGNC:19855	14q24.3
C14orf79	Approved symbol	C14orf79	chromosome 14 open reading frame 79	HGNC:20126	14q32.33
C14orf82	Previous symbol	FRMD6-AS1	FRMD6 antisense RNA 1	HGNC:20129	14q21.3
C15orf38	Previous symbol	ARPIN	actin-related protein 2/3 complex inhibitor	HGNC:28782	15q26.1
C16orf53	Previous symbol	PAGR1	PAXIP1 associated glutamate-rich protein 1	HGNC:28707	16p11.2
C16orf59	Approved symbol	C16orf59	chromosome 16 open reading frame 59	HGNC:25849	16p13.3
C16orf61	Previous symbol	CMC2	C-x(9)-C motif containing 2	HGNC:24447	16q23.2
C16orf75	Previous symbol	RMI2	RecQ mediated genome instability 2	HGNC:28349	16p13.13
C16orf93	Approved symbol	C16orf93	chromosome 16 open reading frame 93	HGNC:28078	16p11.2
C17orf58	Approved symbol	C17orf58	chromosome 17 open reading frame 58	HGNC:27568	17q24.2
C17orf97	Approved symbol	C17orf97	chromosome 17 open reading frame 97	HGNC:33800	17p13.3
C18orf10	Previous symbol	TPGS2	tubulin polyglutamylase complex subunit 2	HGNC:24561	18q12.2
C18orf45	Previous symbol	TMEM241	transmembrane protein 241	HGNC:31723	18q11.2
C18orf56	Previous symbol	TYMSOS	TYMS opposite strand	HGNC:29553	18p11.32
C19orf10	Previous symbol	MYDGF	myeloid-derived growth factor	HGNC:16948	19p13.3
