Input	Match type	Approved symbol	Approved name	HGNC ID	Location
AMMECR1	Approved symbol	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	HGNC:467	Xq22.3
AMOT	Approved symbol	AMOT	angiomotin	HGNC:17810	Xq23
AMPH	Approved symbol	AMPH	amphiphysin	HGNC:471	7p14-p13
AMT	Approved symbol	AMT	aminomethyltransferase	HGNC:473	3p21.31
AMTN	Approved symbol	AMTN	amelotin	HGNC:33188	4q13.3
AMY2A	Approved symbol	AMY2A	amylase, alpha 2A (pancreatic)	HGNC:477	1p21.1
ANG	Approved symbol	ANG	angiogenin, ribonuclease, RNase A family, 5	HGNC:483	14q11.1-q11.2
ANGPTL2	Approved symbol	ANGPTL2	angiopoietin-like 2	HGNC:490	9q34
ANKMY1	Approved symbol	ANKMY1	ankyrin repeat and MYND domain containing 1	HGNC:20987	2q37.3
ANKRD10	Approved symbol	ANKRD10	ankyrin repeat domain 10	HGNC:20265	13q33.3
ANKRD37	Approved symbol	ANKRD37	ankyrin repeat domain 37	HGNC:29593	4q35.1
ANKRD43	Previous symbol	SOWAHA	sosondowah ankyrin repeat domain family member A	HGNC:27033	5q23.3
ANKRD46	Approved symbol	ANKRD46	ankyrin repeat domain 46	HGNC:27229	8q22.3
ANKRD50	Approved symbol	ANKRD50	ankyrin repeat domain 50	HGNC:29223	4q28.1
ANKRD57	Previous symbol	SOWAHC	sosondowah ankyrin repeat domain family member C	HGNC:26149	2q13
ANKRD9	Approved symbol	ANKRD9	ankyrin repeat domain 9	HGNC:20096	14q32.33
ANLN	Approved symbol	ANLN	anillin, actin binding protein	HGNC:14082	7p15-p14
ANO1	Approved symbol	ANO1	anoctamin 1, calcium activated chloride channel	HGNC:21625	11q13.2
ANXA1	Approved symbol	ANXA1	annexin A1	HGNC:533	9q21.13
ANXA2	Approved symbol	ANXA2	annexin A2	HGNC:537	15q22.2
ANXA8	Approved symbol	ANXA8	annexin A8	HGNC:546	10q11.22
AP1G2	Approved symbol	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	HGNC:556	14q11.2
AP1S1	Approved symbol	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	HGNC:559	7q22.1
AP1S2	Approved symbol	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	HGNC:560	Xp22
AP2B1	Approved symbol	AP2B1	adaptor-related protein complex 2, beta 1 subunit	HGNC:563	17q12
AP3M2	Approved symbol	AP3M2	adaptor-related protein complex 3, mu 2 subunit	HGNC:570	8p11.2
AP3S1	Approved symbol	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	HGNC:2013	5q22
APBB3	Approved symbol	APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	HGNC:20708	5q31
APCDD1	Approved symbol	APCDD1	adenomatosis polyposis coli down-regulated 1	HGNC:15718	18p11.21
APH1A	Approved symbol	APH1A	APH1A gamma secretase subunit	HGNC:29509	1q21.2
APH1B	Approved symbol	APH1B	APH1B gamma secretase subunit	HGNC:24080	15q22.2
APIP	Approved symbol	APIP	APAF1 interacting protein	HGNC:17581	11p13
APLP1	Approved symbol	APLP1	amyloid beta (A4) precursor-like protein 1	HGNC:597	19q
APLP2	Approved symbol	APLP2	amyloid beta (A4) precursor-like protein 2	HGNC:598	11q24
APOBEC3A	Approved symbol	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	HGNC:17343	22q13.1-q13.2
APOLD1	Approved symbol	APOLD1	apolipoprotein L domain containing 1	HGNC:25268	12p13.2
APP	Approved symbol	APP	amyloid beta (A4) precursor protein	HGNC:620	21q21.2
APPBP2	Approved symbol	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	HGNC:622	17q23.2
AQP11	Approved symbol	AQP11	aquaporin 11	HGNC:19940	11q13.5
AR	Approved symbol	AR	androgen receptor	HGNC:644	Xq12
AR	Synonyms	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	HGNC:381	7q35
ARF4	Approved symbol	ARF4	ADP-ribosylation factor 4	HGNC:655	3p14.3
ARFGAP1	Approved symbol	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	HGNC:15852	20q13.33
ARFGAP1	Previous symbol	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	HGNC:661	22q13.2
ARFGAP3	Approved symbol	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	HGNC:661	22q13.2
ARGLU1	Approved symbol	ARGLU1	arginine and glutamate rich 1	HGNC:25482	13q33.3
ARHGAP21	Approved symbol	ARHGAP21	Rho GTPase activating protein 21	HGNC:23725	10p12.31
ARHGAP32	Approved symbol	ARHGAP32	Rho GTPase activating protein 32	HGNC:17399	11q24.3
ARHGAP33	Approved symbol	ARHGAP33	Rho GTPase activating protein 33	HGNC:23085	19q13.13
ARHGAP39	Approved symbol	ARHGAP39	Rho GTPase activating protein 39	HGNC:29351	8q24.3
ARHGDIB	Approved symbol	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	HGNC:679	12p12.3
ARHGEF10	Approved symbol	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	HGNC:14103	8p23
ARHGEF2	Approved symbol	ARHGEF2	Rho/Rac guanine nucleotide exchange factor (GEF) 2	HGNC:682	1q21-q22
ARHGEF3	Approved symbol	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	HGNC:683	3p14.3
ARHGEF35	Approved symbol	ARHGEF35	Rho guanine nucleotide exchange factor (GEF) 35	HGNC:33846	7q35
ARHGEF37	Approved symbol	ARHGEF37	Rho guanine nucleotide exchange factor (GEF) 37	HGNC:34430	5q33.1
ARHGEF6	Approved symbol	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	HGNC:685	Xq26
ARID4B	Approved symbol	ARID4B	AT rich interactive domain 4B (RBP1-like)	HGNC:15550	1q42.3
ARID5B	Approved symbol	ARID5B	AT rich interactive domain 5B (MRF1-like)	HGNC:17362	10q11.22
ARL3	Approved symbol	ARL3	ADP-ribosylation factor-like 3	HGNC:694	10q23.3
ARL4A	Approved symbol	ARL4A	ADP-ribosylation factor-like 4A	HGNC:695	7p21.3
ARMCX3	Approved symbol	ARMCX3	armadillo repeat containing, X-linked 3	HGNC:24065	Xq22.1
ARPC1B	Approved symbol	ARPC1B	actin related protein 2/3 complex, subunit 1B, 41kDa	HGNC:704	7q22.1
ARPC3	Approved symbol	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	HGNC:706	12q24
ARPC4	Approved symbol	ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	HGNC:707	3p25
ARPC5	Approved symbol	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	HGNC:708	1q
ARPP19	Approved symbol	ARPP19	cAMP-regulated phosphoprotein, 19kDa	HGNC:16967	15q11.2
ARSD	Approved symbol	ARSD	arylsulfatase D	HGNC:717	Xp22.3
ARTN	Approved symbol	ARTN	artemin	HGNC:727	1p34.1
ASAH1	Approved symbol	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	HGNC:735	8p22
ASAP1	Approved symbol	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	HGNC:2720	8q24.1-q24.2
ASAP3	Approved symbol	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	HGNC:14987	1p36.13
ASB13	Approved symbol	ASB13	ankyrin repeat and SOCS box containing 13	HGNC:19765	10p15.1
ASF1B	Approved symbol	ASF1B	anti-silencing function 1B histone chaperone	HGNC:20996	19p13.12
ASH2L	Approved symbol	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	HGNC:744	8p11.2
ASNS	Approved symbol	ASNS	asparagine synthetase (glutamine-hydrolyzing)	HGNC:753	7q21.3
ASPH	Approved symbol	ASPH	aspartate beta-hydroxylase	HGNC:757	8q12.1
ASPM	Approved symbol	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	HGNC:19048	1q31
ASS1	Approved symbol	ASS1	argininosuccinate synthase 1	HGNC:758	9q34.1
ASTN2	Approved symbol	ASTN2	astrotactin 2	HGNC:17021	9q33
ATAD2	Approved symbol	ATAD2	ATPase family, AAA domain containing 2	HGNC:30123	8q24.13
ATF3	Approved symbol	ATF3	activating transcription factor 3	HGNC:785	1q32.3
ATF4	Approved symbol	ATF4	activating transcription factor 4	HGNC:786	22q13.1
ATF5	Approved symbol	ATF5	activating transcription factor 5	HGNC:790	19q13.33
ATG12	Approved symbol	ATG12	autophagy related 12	HGNC:588	5q21-q22
ATG4B	Approved symbol	ATG4B	autophagy related 4B, cysteine peptidase	HGNC:20790	2q37.3
ATL2	Approved symbol	ATL2	atlastin GTPase 2	HGNC:24047	2p22.3
ATL3	Approved symbol	ATL3	atlastin GTPase 3	HGNC:24526	11q13.1
ATP11B	Approved symbol	ATP11B	ATPase, class VI, type 11B	HGNC:13553	3q27
ATP13A1	Approved symbol	ATP13A1	ATPase type 13A1	HGNC:24215	19p13.11
ATP1A1	Approved symbol	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	HGNC:799	1p13
ATP1B1	Approved symbol	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	HGNC:804	1q24.2
ATP1B3	Approved symbol	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	HGNC:806	3q23
ATP2A2	Approved symbol	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	HGNC:812	12q24.11
ATP2A3	Approved symbol	ATP2A3	ATPase, Ca++ transporting, ubiquitous	HGNC:813	17p13.3
ATP2C1	Approved symbol	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	HGNC:13211	3q21.3
ATP5C1	Approved symbol	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	HGNC:833	10p14
ATP5F1	Approved symbol	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	HGNC:840	1p13.2
ATP5G1	Approved symbol	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	HGNC:841	17q21.32
ATP5G2	Approved symbol	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	HGNC:842	12q13.13
ATP5J	Approved symbol	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	HGNC:847	21q21.1
ATP6V0D1	Approved symbol	ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	HGNC:13724	16q22
ATP6V0E1	Approved symbol	ATP6V0E1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	HGNC:863	5q35.2
ATP6V0E2	Approved symbol	ATP6V0E2	ATPase, H+ transporting V0 subunit e2	HGNC:21723	7q36.1
ATP6V1C2	Approved symbol	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	HGNC:18264	2p25.1
ATP6V1H	Approved symbol	ATP6V1H	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	HGNC:18303	8q11.2
ATP7B	Approved symbol	ATP7B	ATPase, Cu++ transporting, beta polypeptide	HGNC:870	13q14.3
ATP9A	Approved symbol	ATP9A	ATPase, class II, type 9A	HGNC:13540	20q13.2
ATXN7L3B	Approved symbol	ATXN7L3B	ataxin 7-like 3B	HGNC:37931	12q21
AURKA	Approved symbol	AURKA	aurora kinase A	HGNC:11393	20q13
AUTS2	Approved symbol	AUTS2	autism susceptibility candidate 2	HGNC:14262	7q11.22
AX746755	Unmatched				
AZIN1	Approved symbol	AZIN1	antizyme inhibitor 1	HGNC:16432	8q22.3
B3GNT2	Approved symbol	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	HGNC:15629	2p15
B4GALT1	Approved symbol	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	HGNC:924	9p13
B4GALT3	Approved symbol	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	HGNC:926	1q23.3
B4GALT5	Approved symbol	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	HGNC:928	20q13.1-q13.2
BACE2	Approved symbol	BACE2	beta-site APP-cleaving enzyme 2	HGNC:934	21q22.3
BAG3	Approved symbol	BAG3	BCL2-associated athanogene 3	HGNC:939	10q25.2-q26.2
BAG4	Approved symbol	BAG4	BCL2-associated athanogene 4	HGNC:940	8p11.23
BAIAP2L1	Approved symbol	BAIAP2L1	BAI1-associated protein 2-like 1	HGNC:21649	7q22.1
BARD1	Approved symbol	BARD1	BRCA1 associated RING domain 1	HGNC:952	2q35
BATF	Approved symbol	BATF	basic leucine zipper transcription factor, ATF-like	HGNC:958	14q24
BBOX1	Approved symbol	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	HGNC:964	11p
BBS1	Approved symbol	BBS1	Bardet-Biedl syndrome 1	HGNC:966	11q13
BBS4	Approved symbol	BBS4	Bardet-Biedl syndrome 4	HGNC:969	15q22.3-q23
BBX	Approved symbol	BBX	bobby sox homolog (Drosophila)	HGNC:14422	3q13.1
BC035411	Unmatched				
BC038245	Unmatched				
BC090942	Unmatched				
BCAP29	Approved symbol	BCAP29	B-cell receptor-associated protein 29	HGNC:24131	7q22.3
BCAR3	Approved symbol	BCAR3	breast cancer anti-estrogen resistance 3	HGNC:973	1p22.1
BCAT2	Approved symbol	BCAT2	branched chain amino-acid transaminase 2, mitochondrial	HGNC:977	19q13.33
BCL2	Approved symbol	BCL2	B-cell CLL/lymphoma 2	HGNC:990	18q21.3
BCL2L12	Approved symbol	BCL2L12	BCL2-like 12 (proline rich)	HGNC:13787	19q13.3
BCL9	Approved symbol	BCL9	B-cell CLL/lymphoma 9	HGNC:1008	1q21
BE693417	Unmatched				
BEX4	Approved symbol	BEX4	brain expressed, X-linked 4	HGNC:25475	Xq22.1-q22.3
BEX5	Approved symbol	BEX5	brain expressed, X-linked 5	HGNC:27990	Xq22.1
BG504116	Unmatched				
BG698090	Unmatched				
BHLHE40	Approved symbol	BHLHE40	basic helix-loop-helix family, member e40	HGNC:1046	3p26
BHLHE40	Synonyms	BHLHE40	basic helix-loop-helix family, member e40	HGNC:1046	3p26
BI836710	Unmatched				
BIN1	Approved symbol	BIN1	bridging integrator 1	HGNC:1052	2q14
BIRC3	Approved symbol	BIRC3	baculoviral IAP repeat containing 3	HGNC:591	11q22
BIRC5	Approved symbol	BIRC5	baculoviral IAP repeat containing 5	HGNC:593	17q25.3
BIVM	Approved symbol	BIVM	basic, immunoglobulin-like variable motif containing	HGNC:16034	13q33.1
BLMH	Approved symbol	BLMH	bleomycin hydrolase	HGNC:1059	17q11.2
BLVRA	Approved symbol	BLVRA	biliverdin reductase A	HGNC:1062	7p13
BM684651	Unmatched				
BMI1	Approved symbol	BMI1	BMI1 proto-oncogene, polycomb ring finger	HGNC:1066	10p13
BMP1	Approved symbol	BMP1	bone morphogenetic protein 1	HGNC:1067	8p21
BMP4	Approved symbol	BMP4	bone morphogenetic protein 4	HGNC:1071	14q22-q23
BMP7	Approved symbol	BMP7	bone morphogenetic protein 7	HGNC:1074	20q13
BNIP3	Approved symbol	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	HGNC:1084	10q26.3
BNIP3L	Approved symbol	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	HGNC:1085	8p21
BNIPL	Approved symbol	BNIPL	BCL2/adenovirus E1B 19kD interacting protein like	HGNC:16976	1q21.2
BOK	Approved symbol	BOK	BCL2-related ovarian killer	HGNC:1087	2q37.3
BOLA2	Approved symbol	BOLA2	bolA family member 2	HGNC:29488	16p11.2
BOLA2B	Approved symbol	BOLA2B	bolA family member 2B	HGNC:32479	16p11.2
BOP1	Approved symbol	BOP1	block of proliferation 1	HGNC:15519	8q24.3
BRD3	Approved symbol	BRD3	bromodomain containing 3	HGNC:1104	9q34
BRF2	Approved symbol	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit	HGNC:17298	8p11.23
BRF2	Previous symbol	ZFP36L2	ZFP36 ring finger protein-like 2	HGNC:1108	2p22.3-p21
BRI3	Approved symbol	BRI3	brain protein I3	HGNC:1109	7q21.3
BRI3	Synonyms	ITM2C	integral membrane protein 2C	HGNC:6175	2q37
BRI3BP	Approved symbol	BRI3BP	BRI3 binding protein	HGNC:14251	12q24.1
BRP44	Previous symbol	MPC2	mitochondrial pyruvate carrier 2	HGNC:24515	1q24
BRSK1	Approved symbol	BRSK1	BR serine/threonine kinase 1	HGNC:18994	19q13.4
BRWD1	Approved symbol	BRWD1	bromodomain and WD repeat domain containing 1	HGNC:12760	21q22.2
BSCL2	Approved symbol	BSCL2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	HGNC:15832	11q13
BSG	Approved symbol	BSG	basigin (Ok blood group)	HGNC:1116	19p13.3
BTBD11	Approved symbol	BTBD11	BTB (POZ) domain containing 11	HGNC:23844	12q24.11
BTF3	Approved symbol	BTF3	basic transcription factor 3	HGNC:1125	5q13.3
BTF3	Synonyms	BTN3A3	butyrophilin, subfamily 3, member A3	HGNC:1140	6p22.1
BTG1	Approved symbol	BTG1	B-cell translocation gene 1, anti-proliferative	HGNC:1130	12q21.33
BTG3	Approved symbol	BTG3	BTG family, member 3	HGNC:1132	21q21.1
BTRC	Approved symbol	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	HGNC:1144	10q24.32
BUB3	Approved symbol	BUB3	BUB3 mitotic checkpoint protein	HGNC:1151	10q24
BX093206	Unmatched				
BX103639	Unmatched				
BX114974	Unmatched				
BX116720	Unmatched				
BX647938	Unmatched				
BZW1	Approved symbol	BZW1	basic leucine zipper and W2 domains 1	HGNC:18380	2q33
BZW2	Approved symbol	BZW2	basic leucine zipper and W2 domains 2	HGNC:18808	7p21.3
C10orf116	Previous symbol	ADIRF	adipogenesis regulatory factor	HGNC:24043	10q23.31
C10orf32	Approved symbol	C10orf32	chromosome 10 open reading frame 32	HGNC:23516	10q24.33
C10orf32-AS3MT	Unmatched				
