Input	Match type	Approved symbol	Approved name	HGNC ID	Location
ACOT4	Approved symbol	ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.1
ACOT7	Approved symbol	ACOT7	acyl-CoA thioesterase 7	HGNC:24157	1p36
ACOX2	Approved symbol	ACOX2	acyl-CoA oxidase 2, branched chain	HGNC:120	3p14.3
ACOX3	Approved symbol	ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p15.3
ACP1	Approved symbol	ACP1	acid phosphatase 1, soluble	HGNC:122	2p25
ACP6	Approved symbol	ACP6	acid phosphatase 6, lysophosphatidic	HGNC:29609	1q21
ACSF2	Approved symbol	ACSF2	acyl-CoA synthetase family member 2	HGNC:26101	17q21.33
ACSL1	Approved symbol	ACSL1	acyl-CoA synthetase long-chain family member 1	HGNC:3569	4q35.1
ACSL3	Approved symbol	ACSL3	acyl-CoA synthetase long-chain family member 3	HGNC:3570	2q34-q35
ACSS1	Approved symbol	ACSS1	acyl-CoA synthetase short-chain family member 1	HGNC:16091	20p11.21
ACTA1	Approved symbol	ACTA1	actin, alpha 1, skeletal muscle	HGNC:129	1q42.13
ACTG1	Approved symbol	ACTG1	actin gamma 1	HGNC:144	17q25
ACTN1	Approved symbol	ACTN1	actinin, alpha 1	HGNC:163	14q24.1
ACTR3B	Approved symbol	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	HGNC:17256	7q36.1
ACY1	Approved symbol	ACY1	aminoacylase 1	HGNC:177	3p21.2
ACYP2	Approved symbol	ACYP2	acylphosphatase 2, muscle type	HGNC:180	2p16.2
ADA	Approved symbol	ADA	adenosine deaminase	HGNC:186	20q13.12
ADAM15	Approved symbol	ADAM15	ADAM metallopeptidase domain 15	HGNC:193	1q21.3
ADAM9	Approved symbol	ADAM9	ADAM metallopeptidase domain 9	HGNC:216	8p11.23
ADAP1	Approved symbol	ADAP1	ArfGAP with dual PH domains 1	HGNC:16486	7p22.3
ADAR	Approved symbol	ADAR	adenosine deaminase, RNA-specific	HGNC:225	1q21.3
ADCK3	Approved symbol	ADCK3	aarF domain containing kinase 3	HGNC:16812	1q42.11
ADCY3	Approved symbol	ADCY3	adenylate cyclase 3	HGNC:234	2p23.3
ADCY3	Previous symbol	ADCY8	adenylate cyclase 8 (brain)	HGNC:239	8q24
ADCY6	Approved symbol	ADCY6	adenylate cyclase 6	HGNC:237	12q12-q13
ADCY9	Approved symbol	ADCY9	adenylate cyclase 9	HGNC:240	16p13.3
ADIPOR2	Approved symbol	ADIPOR2	adiponectin receptor 2	HGNC:24041	12p13
ADORA1	Approved symbol	ADORA1	adenosine A1 receptor	HGNC:262	1q32.1
ADPRHL1	Approved symbol	ADPRHL1	ADP-ribosylhydrolase like 1	HGNC:21303	13q34
ADSS	Approved symbol	ADSS	adenylosuccinate synthase	HGNC:292	1q44
ADSSL1	Approved symbol	ADSSL1	adenylosuccinate synthase like 1	HGNC:20093	14q32.33
AFF3	Approved symbol	AFF3	AF4/FMR2 family, member 3	HGNC:6473	2q11.2-q12
AFF4	Approved symbol	AFF4	AF4/FMR2 family, member 4	HGNC:17869	5q31
AFMID	Approved symbol	AFMID	arylformamidase	HGNC:20910	17q25.3
AFP	Approved symbol	AFP	alpha-fetoprotein	HGNC:317	4q13.3
AGPAT2	Approved symbol	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	HGNC:325	9q34.3
AGPS	Approved symbol	AGPS	alkylglycerone phosphate synthase	HGNC:327	2q
AGR2	Approved symbol	AGR2	anterior gradient 2	HGNC:328	7p21.3
AGR3	Approved symbol	AGR3	anterior gradient 3	HGNC:24167	7p21.1
AGRN	Approved symbol	AGRN	agrin	HGNC:329	1p36.33
AGT	Approved symbol	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	HGNC:333	1q42.2
AGT	Synonyms	AGXT	alanine-glyoxylate aminotransferase	HGNC:341	2q37.3
AHCY	Approved symbol	AHCY	adenosylhomocysteinase	HGNC:343	20q11.22
AHCYL1	Approved symbol	AHCYL1	adenosylhomocysteinase-like 1	HGNC:344	1p13
AHI1	Approved symbol	AHI1	Abelson helper integration site 1	HGNC:21575	6q23.2
AHNAK	Approved symbol	AHNAK	AHNAK nucleoprotein	HGNC:347	11q12-q13
AHNAK2	Approved symbol	AHNAK2	AHNAK nucleoprotein 2	HGNC:20125	14q32.33
AHSA2	Approved symbol	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	HGNC:20437	2p14
AIDA	Approved symbol	AIDA	axin interactor, dorsalization associated	HGNC:25761	1q41
AIF1L	Approved symbol	AIF1L	allograft inflammatory factor 1-like	HGNC:28904	9q34.13-q34.3
AIG1	Approved symbol	AIG1	androgen-induced 1	HGNC:21607	6q24.1
AJ420536	Unmatched				
AK000019	Unmatched				
AK025082	Unmatched				
AK055561	Unmatched				
AK056135	Unmatched				
AK091747	Unmatched				
AK126437	Unmatched				
AK4	Approved symbol	AK4	adenylate kinase 4	HGNC:363	1p31.3
AKIRIN1	Approved symbol	AKIRIN1	akirin 1	HGNC:25744	1p34.3
AKR1C4	Approved symbol	AKR1C4	aldo-keto reductase family 1, member C4	HGNC:387	10p15.1
AKR7A2	Approved symbol	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	HGNC:389	1p36.13
AKR7A3	Approved symbol	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	HGNC:390	1p36.13
AKT1	Approved symbol	AKT1	v-akt murine thymoma viral oncogene homolog 1	HGNC:391	14q32.33
AL049980	Unmatched				
AL049987	Unmatched				
AL133627	Unmatched				
AL713763	Unmatched				
ALDH3A2	Approved symbol	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	HGNC:403	17p11.2
ALDH3B2	Approved symbol	ALDH3B2	aldehyde dehydrogenase 3 family, member B2	HGNC:411	11q13.2
ALDH4A1	Approved symbol	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	HGNC:406	1p36
ALDH5A1	Approved symbol	ALDH5A1	aldehyde dehydrogenase 5 family, member A1	HGNC:408	6p22
ALDH6A1	Approved symbol	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	HGNC:7179	14q24.3
ALDH7A1	Approved symbol	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	HGNC:877	5q31
ALDOA	Approved symbol	ALDOA	aldolase A, fructose-bisphosphate	HGNC:414	16p11.2
ALG11	Approved symbol	ALG11	ALG11, alpha-1,2-mannosyltransferase	HGNC:32456	13q14.3
ALG5	Approved symbol	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	HGNC:20266	13q13.1
ALG8	Approved symbol	ALG8	ALG8, alpha-1,3-glucosyltransferase	HGNC:23161	11q14.1
AMD1	Approved symbol	AMD1	adenosylmethionine decarboxylase 1	HGNC:457	6q21
AMFR	Approved symbol	AMFR	autocrine motility factor receptor, E3 ubiquitin protein ligase	HGNC:463	16q21
AMICA1	Approved symbol	AMICA1	adhesion molecule, interacts with CXADR antigen 1	HGNC:19084	11q23.3
AMOT	Approved symbol	AMOT	angiomotin	HGNC:17810	Xq23
AMT	Approved symbol	AMT	aminomethyltransferase	HGNC:473	3p21.31
AMY2A	Approved symbol	AMY2A	amylase, alpha 2A (pancreatic)	HGNC:477	1p21.1
ANKMY1	Approved symbol	ANKMY1	ankyrin repeat and MYND domain containing 1	HGNC:20987	2q37.3
ANKRD10	Approved symbol	ANKRD10	ankyrin repeat domain 10	HGNC:20265	13q33.3
ANKRD20A5	Previous symbol	ANKRD20A5P	ankyrin repeat domain 20 family, member A5, pseudogene	HGNC:33833	18p11.21
ANKRD22	Approved symbol	ANKRD22	ankyrin repeat domain 22	HGNC:28321	10q23.31
ANKRD30B	Approved symbol	ANKRD30B	ankyrin repeat domain 30B	HGNC:24165	18p11.21
ANKRD36	Approved symbol	ANKRD36	ankyrin repeat domain 36	HGNC:24079	2q11.2
ANKRD36B	Approved symbol	ANKRD36B	ankyrin repeat domain 36B	HGNC:29333	2q11.2
ANKRD37	Approved symbol	ANKRD37	ankyrin repeat domain 37	HGNC:29593	4q35.1
ANKRD46	Approved symbol	ANKRD46	ankyrin repeat domain 46	HGNC:27229	8q22.3
ANKRD50	Approved symbol	ANKRD50	ankyrin repeat domain 50	HGNC:29223	4q28.1
ANKRD57	Previous symbol	SOWAHC	sosondowah ankyrin repeat domain family member C	HGNC:26149	2q13
ANKRD9	Approved symbol	ANKRD9	ankyrin repeat domain 9	HGNC:20096	14q32.33
ANKS1B	Approved symbol	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	HGNC:24600	12q23.1
ANLN	Approved symbol	ANLN	anillin, actin binding protein	HGNC:14082	7p15-p14
ANO1	Approved symbol	ANO1	anoctamin 1, calcium activated chloride channel	HGNC:21625	11q13.2
ANXA9	Approved symbol	ANXA9	annexin A9	HGNC:547	1q21.2
AP1G2	Approved symbol	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	HGNC:556	14q11.2
AP1S1	Approved symbol	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	HGNC:559	7q22.1
AP2B1	Approved symbol	AP2B1	adaptor-related protein complex 2, beta 1 subunit	HGNC:563	17q12
AP3B2	Approved symbol	AP3B2	adaptor-related protein complex 3, beta 2 subunit	HGNC:567	15q
AP3M2	Approved symbol	AP3M2	adaptor-related protein complex 3, mu 2 subunit	HGNC:570	8p11.2
AP3S1	Approved symbol	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	HGNC:2013	5q22
APBB3	Approved symbol	APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	HGNC:20708	5q31
APH1A	Approved symbol	APH1A	APH1A gamma secretase subunit	HGNC:29509	1q21.2
APH1B	Approved symbol	APH1B	APH1B gamma secretase subunit	HGNC:24080	15q22.2
APIP	Approved symbol	APIP	APAF1 interacting protein	HGNC:17581	11p13
APLP2	Approved symbol	APLP2	amyloid beta (A4) precursor-like protein 2	HGNC:598	11q24
APOL3	Approved symbol	APOL3	apolipoprotein L, 3	HGNC:14868	22q13.1
APP	Approved symbol	APP	amyloid beta (A4) precursor protein	HGNC:620	21q21.2
APPBP2	Approved symbol	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	HGNC:622	17q23.2
APRT	Approved symbol	APRT	adenine phosphoribosyltransferase	HGNC:626	16q24
AQP11	Approved symbol	AQP11	aquaporin 11	HGNC:19940	11q13.5
ARF4	Approved symbol	ARF4	ADP-ribosylation factor 4	HGNC:655	3p14.3
ARFGAP1	Approved symbol	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	HGNC:15852	20q13.33
ARFGAP1	Previous symbol	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	HGNC:661	22q13.2
ARFGAP3	Approved symbol	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	HGNC:661	22q13.2
ARGLU1	Approved symbol	ARGLU1	arginine and glutamate rich 1	HGNC:25482	13q33.3
ARHGAP21	Approved symbol	ARHGAP21	Rho GTPase activating protein 21	HGNC:23725	10p12.31
ARHGAP32	Approved symbol	ARHGAP32	Rho GTPase activating protein 32	HGNC:17399	11q24.3
ARHGAP33	Approved symbol	ARHGAP33	Rho GTPase activating protein 33	HGNC:23085	19q13.13
ARHGAP39	Approved symbol	ARHGAP39	Rho GTPase activating protein 39	HGNC:29351	8q24.3
ARHGAP44	Approved symbol	ARHGAP44	Rho GTPase activating protein 44	HGNC:29096	17p12
ARHGDIB	Approved symbol	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	HGNC:679	12p12.3
ARHGEF10	Approved symbol	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	HGNC:14103	8p23
ARHGEF19	Approved symbol	ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	HGNC:26604	1p36.13
ARHGEF2	Approved symbol	ARHGEF2	Rho/Rac guanine nucleotide exchange factor (GEF) 2	HGNC:682	1q21-q22
ARHGEF3	Approved symbol	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	HGNC:683	3p14.3
ARHGEF35	Approved symbol	ARHGEF35	Rho guanine nucleotide exchange factor (GEF) 35	HGNC:33846	7q35
ARHGEF37	Approved symbol	ARHGEF37	Rho guanine nucleotide exchange factor (GEF) 37	HGNC:34430	5q33.1
ARID4B	Approved symbol	ARID4B	AT rich interactive domain 4B (RBP1-like)	HGNC:15550	1q42.3
ARID5B	Approved symbol	ARID5B	AT rich interactive domain 5B (MRF1-like)	HGNC:17362	10q11.22
ARL3	Approved symbol	ARL3	ADP-ribosylation factor-like 3	HGNC:694	10q23.3
ARL9	Approved symbol	ARL9	ADP-ribosylation factor-like 9	HGNC:23592	4q12
ARMCX3	Approved symbol	ARMCX3	armadillo repeat containing, X-linked 3	HGNC:24065	Xq22.1
ARNT2	Approved symbol	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	HGNC:16876	15q25.1
ARPC3	Approved symbol	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	HGNC:706	12q24
ARPC4	Approved symbol	ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	HGNC:707	3p25
ARPC5	Approved symbol	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	HGNC:708	1q
ARPP19	Approved symbol	ARPP19	cAMP-regulated phosphoprotein, 19kDa	HGNC:16967	15q11.2
ARRB1	Approved symbol	ARRB1	arrestin, beta 1	HGNC:711	11q13
ARSD	Approved symbol	ARSD	arylsulfatase D	HGNC:717	Xp22.3
ARSG	Approved symbol	ARSG	arylsulfatase G	HGNC:24102	17q24.2
ASAH1	Approved symbol	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	HGNC:735	8p22
ASAP1	Approved symbol	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	HGNC:2720	8q24.1-q24.2
ASAP3	Approved symbol	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	HGNC:14987	1p36.13
ASF1B	Approved symbol	ASF1B	anti-silencing function 1B histone chaperone	HGNC:20996	19p13.12
ASH2L	Approved symbol	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	HGNC:744	8p11.2
ASNS	Approved symbol	ASNS	asparagine synthetase (glutamine-hydrolyzing)	HGNC:753	7q21.3
ASPH	Approved symbol	ASPH	aspartate beta-hydroxylase	HGNC:757	8q12.1
ASPM	Approved symbol	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	HGNC:19048	1q31
ASS1	Approved symbol	ASS1	argininosuccinate synthase 1	HGNC:758	9q34.1
ASTN2	Approved symbol	ASTN2	astrotactin 2	HGNC:17021	9q33
ATAD2	Approved symbol	ATAD2	ATPase family, AAA domain containing 2	HGNC:30123	8q24.13
ATF4	Approved symbol	ATF4	activating transcription factor 4	HGNC:786	22q13.1
ATF5	Approved symbol	ATF5	activating transcription factor 5	HGNC:790	19q13.33
ATG12	Approved symbol	ATG12	autophagy related 12	HGNC:588	5q21-q22
ATG4B	Approved symbol	ATG4B	autophagy related 4B, cysteine peptidase	HGNC:20790	2q37.3
ATL1	Approved symbol	ATL1	atlastin GTPase 1	HGNC:11231	14q21.3
ATL2	Approved symbol	ATL2	atlastin GTPase 2	HGNC:24047	2p22.3
ATL3	Approved symbol	ATL3	atlastin GTPase 3	HGNC:24526	11q13.1
ATP13A1	Approved symbol	ATP13A1	ATPase type 13A1	HGNC:24215	19p13.11
ATP1A1	Approved symbol	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	HGNC:799	1p13
ATP1B1	Approved symbol	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	HGNC:804	1q24.2
ATP1B3	Approved symbol	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	HGNC:806	3q23
ATP2A2	Approved symbol	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	HGNC:812	12q24.11
ATP2A3	Approved symbol	ATP2A3	ATPase, Ca++ transporting, ubiquitous	HGNC:813	17p13.3
ATP2B4	Approved symbol	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	HGNC:817	1q32.1
ATP2C1	Approved symbol	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	HGNC:13211	3q21.3
ATP2C2	Approved symbol	ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	HGNC:29103	16q24.1
ATP5C1	Approved symbol	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	HGNC:833	10p14
ATP5F1	Approved symbol	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	HGNC:840	1p13.2
ATP5G1	Approved symbol	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	HGNC:841	17q21.32
ATP5J	Approved symbol	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	HGNC:847	21q21.1
ATP6V0D1	Approved symbol	ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	HGNC:13724	16q22
ATP6V0E1	Approved symbol	ATP6V0E1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	HGNC:863	5q35.2
ATP6V0E2	Approved symbol	ATP6V0E2	ATPase, H+ transporting V0 subunit e2	HGNC:21723	7q36.1
ATP6V1B1	Approved symbol	ATP6V1B1	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	HGNC:853	2p13
ATP6V1H	Approved symbol	ATP6V1H	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	HGNC:18303	8q11.2
ATP7B	Approved symbol	ATP7B	ATPase, Cu++ transporting, beta polypeptide	HGNC:870	13q14.3
ATP9A	Approved symbol	ATP9A	ATPase, class II, type 9A	HGNC:13540	20q13.2
ATXN7L3B	Approved symbol	ATXN7L3B	ataxin 7-like 3B	HGNC:37931	12q21
AURKA	Approved symbol	AURKA	aurora kinase A	HGNC:11393	20q13
AURKB	Approved symbol	AURKB	aurora kinase B	HGNC:11390	17p13.1
AUTS2	Approved symbol	AUTS2	autism susceptibility candidate 2	HGNC:14262	7q11.22
AX746755	Unmatched				
AZGP1	Approved symbol	AZGP1	alpha-2-glycoprotein 1, zinc-binding	HGNC:910	7q22.1
AZIN1	Approved symbol	AZIN1	antizyme inhibitor 1	HGNC:16432	8q22.3
B4GALNT4	Approved symbol	B4GALNT4	beta-1,4-N-acetyl-galactosaminyl transferase 4	HGNC:26315	11p15.5
B4GALT1	Approved symbol	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	HGNC:924	9p13
B4GALT3	Approved symbol	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	HGNC:926	1q23.3
B4GALT5	Approved symbol	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	HGNC:928	20q13.1-q13.2
BAG3	Approved symbol	BAG3	BCL2-associated athanogene 3	HGNC:939	10q25.2-q26.2
BAG4	Approved symbol	BAG4	BCL2-associated athanogene 4	HGNC:940	8p11.23
BAIAP2L1	Approved symbol	BAIAP2L1	BAI1-associated protein 2-like 1	HGNC:21649	7q22.1
BAIAP2L2	Approved symbol	BAIAP2L2	BAI1-associated protein 2-like 2	HGNC:26203	22q13.1
BAMBI	Approved symbol	BAMBI	BMP and activin membrane-bound inhibitor	HGNC:30251	10p12.3-p11.2
BARD1	Approved symbol	BARD1	BRCA1 associated RING domain 1	HGNC:952	2q35
BARX2	Approved symbol	BARX2	BARX homeobox 2	HGNC:956	11q24.3
BATF	Approved symbol	BATF	basic leucine zipper transcription factor, ATF-like	HGNC:958	14q24
BBS1	Approved symbol	BBS1	Bardet-Biedl syndrome 1	HGNC:966	11q13
BBS4	Approved symbol	BBS4	Bardet-Biedl syndrome 4	HGNC:969	15q22.3-q23
BBX	Approved symbol	BBX	bobby sox homolog (Drosophila)	HGNC:14422	3q13.1
BC035411	Unmatched				
BC038245	Unmatched				
BC064139	Unmatched				
BC071719	Unmatched				
BC080552	Unmatched				
BCAP29	Approved symbol	BCAP29	B-cell receptor-associated protein 29	HGNC:24131	7q22.3
BCAR3	Approved symbol	BCAR3	breast cancer anti-estrogen resistance 3	HGNC:973	1p22.1
BCAS4	Approved symbol	BCAS4	breast carcinoma amplified sequence 4	HGNC:14367	20q13
BCAT2	Approved symbol	BCAT2	branched chain amino-acid transaminase 2, mitochondrial	HGNC:977	19q13.33
BCL2	Approved symbol	BCL2	B-cell CLL/lymphoma 2	HGNC:990	18q21.3
BCL9	Approved symbol	BCL9	B-cell CLL/lymphoma 9	HGNC:1008	1q21
BE693417	Unmatched				
BG504116	Unmatched				
BG698090	Unmatched				
BHLHE40	Approved symbol	BHLHE40	basic helix-loop-helix family, member e40	HGNC:1046	3p26
BHLHE40	Synonyms	BHLHE40	basic helix-loop-helix family, member e40	HGNC:1046	3p26
BI836710	Unmatched				
BIN1	Approved symbol	BIN1	bridging integrator 1	HGNC:1052	2q14
BIRC3	Approved symbol	BIRC3	baculoviral IAP repeat containing 3	HGNC:591	11q22
BIRC5	Approved symbol	BIRC5	baculoviral IAP repeat containing 5	HGNC:593	17q25.3
BIVM	Approved symbol	BIVM	basic, immunoglobulin-like variable motif containing	HGNC:16034	13q33.1
BLMH	Approved symbol	BLMH	bleomycin hydrolase	HGNC:1059	17q11.2
BLVRA	Approved symbol	BLVRA	biliverdin reductase A	HGNC:1062	7p13
BLVRB	Approved symbol	BLVRB	biliverdin reductase B	HGNC:1063	19q13.1-q13.2
BM684651	Unmatched				
BMP7	Approved symbol	BMP7	bone morphogenetic protein 7	HGNC:1074	20q13
BMPR1B	Approved symbol	BMPR1B	bone morphogenetic protein receptor, type IB	HGNC:1077	4q23-q24
BNIP3	Approved symbol	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	HGNC:1084	10q26.3
BNIP3L	Approved symbol	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	HGNC:1085	8p21
BNIPL	Approved symbol	BNIPL	BCL2/adenovirus E1B 19kD interacting protein like	HGNC:16976	1q21.2
BOLA2	Approved symbol	BOLA2	bolA family member 2	HGNC:29488	16p11.2
BOLA2B	Approved symbol	BOLA2B	bolA family member 2B	HGNC:32479	16p11.2
BOP1	Approved symbol	BOP1	block of proliferation 1	HGNC:15519	8q24.3
BQ884345	Unmatched				
BRD3	Approved symbol	BRD3	bromodomain containing 3	HGNC:1104	9q34
BRF2	Approved symbol	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit	HGNC:17298	8p11.23
BRF2	Previous symbol	ZFP36L2	ZFP36 ring finger protein-like 2	HGNC:1108	2p22.3-p21
BRI3	Approved symbol	BRI3	brain protein I3	HGNC:1109	7q21.3
BRI3	Synonyms	ITM2C	integral membrane protein 2C	HGNC:6175	2q37
BRI3BP	Approved symbol	BRI3BP	BRI3 binding protein	HGNC:14251	12q24.1
BRP44	Previous symbol	MPC2	mitochondrial pyruvate carrier 2	HGNC:24515	1q24
BRSK1	Approved symbol	BRSK1	BR serine/threonine kinase 1	HGNC:18994	19q13.4
BSCL2	Approved symbol	BSCL2	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	HGNC:15832	11q13
BSG	Approved symbol	BSG	basigin (Ok blood group)	HGNC:1116	19p13.3
BSN	Approved symbol	BSN	bassoon presynaptic cytomatrix protein	HGNC:1117	3p21
BTF3	Approved symbol	BTF3	basic transcription factor 3	HGNC:1125	5q13.3
BTF3	Synonyms	BTN3A3	butyrophilin, subfamily 3, member A3	HGNC:1140	6p22.1
BTG2	Approved symbol	BTG2	BTG family, member 2	HGNC:1131	1q32
BTG3	Approved symbol	BTG3	BTG family, member 3	HGNC:1132	21q21.1
BTRC	Approved symbol	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	HGNC:1144	10q24.32
BUB1	Approved symbol	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	HGNC:1148	2q13
BUB3	Approved symbol	BUB3	BUB3 mitotic checkpoint protein	HGNC:1151	10q24
BX093206	Unmatched				
BX101409	Unmatched				
BX109404	Unmatched				
BX114974	Unmatched				
BX116033	Unmatched				
BX116720	Unmatched				
BX640895	Unmatched				
BX647159	Unmatched				
BX647938	Unmatched				
BZW1	Approved symbol	BZW1	basic leucine zipper and W2 domains 1	HGNC:18380	2q33
BZW2	Approved symbol	BZW2	basic leucine zipper and W2 domains 2	HGNC:18808	7p21.3
C10orf32	Approved symbol	C10orf32	chromosome 10 open reading frame 32	HGNC:23516	10q24.33
C10orf32-AS3MT	Unmatched				
C10orf35	Approved symbol	C10orf35	chromosome 10 open reading frame 35	HGNC:23519	10q22.2
C10orf57	Previous symbol	TMEM254	transmembrane protein 254	HGNC:25804	10q23.1
C10orf58	Previous symbol	FAM213A	family with sequence similarity 213, member A	HGNC:28651	10q23.1
