Input	Match type	Approved symbol	Approved name	HGNC ID	Location
ABCB5	Approved symbol	ABCB5	ATP-binding cassette, sub-family B (MDR/TAP), member 5	HGNC:46	7p14
ABCB6	Approved symbol	ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)	HGNC:47	2q36
ABCB8	Approved symbol	ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	HGNC:49	7q36.1
ABCB9	Approved symbol	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	HGNC:50	12q24
ABCC1	Approved symbol	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	HGNC:51	16p13.1
ABCC10	Approved symbol	ABCC10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	HGNC:52	6p12.3
ABCC11	Approved symbol	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	HGNC:14639	16q12
ABCC12	Approved symbol	ABCC12	ATP-binding cassette, sub-family C (CFTR/MRP), member 12	HGNC:14640	16q12.1
ABCC2	Approved symbol	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	HGNC:53	10q24
ABCC5	Approved symbol	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	HGNC:56	3q27
ABCC6	Approved symbol	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	HGNC:57	16p13.11
ABCD4	Approved symbol	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	HGNC:68	14q24
ABCE1	Approved symbol	ABCE1	ATP-binding cassette, sub-family E (OABP), member 1	HGNC:69	4q31
ABCF1	Approved symbol	ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1	HGNC:70	6p21.33
ABCF2	Approved symbol	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	HGNC:71	7q36.1
ABCF3	Approved symbol	ABCF3	ATP-binding cassette, sub-family F (GCN20), member 3	HGNC:72	3q27.1
ABCG4	Approved symbol	ABCG4	ATP-binding cassette, sub-family G (WHITE), member 4	HGNC:13884	11q23
ABCG5	Approved symbol	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	HGNC:13886	2p21
ABCG8	Approved symbol	ABCG8	ATP-binding cassette, sub-family G (WHITE), member 8	HGNC:13887	2p21
ABHD1	Approved symbol	ABHD1	abhydrolase domain containing 1	HGNC:17553	2p23.3
ABHD11	Approved symbol	ABHD11	abhydrolase domain containing 11	HGNC:16407	7q11.23
ABHD12	Approved symbol	ABHD12	abhydrolase domain containing 12	HGNC:15868	20p11.21
ABHD13	Approved symbol	ABHD13	abhydrolase domain containing 13	HGNC:20293	13q33.2
ABHD14A	Approved symbol	ABHD14A	abhydrolase domain containing 14A	HGNC:24538	3p21.1
ABHD14B	Approved symbol	ABHD14B	abhydrolase domain containing 14B	HGNC:28235	3p21.2
ABHD15	Approved symbol	ABHD15	abhydrolase domain containing 15	HGNC:26971	17q11.2
ABHD2	Approved symbol	ABHD2	abhydrolase domain containing 2	HGNC:18717	15q26.1
ABHD3	Approved symbol	ABHD3	abhydrolase domain containing 3	HGNC:18718	18q11.1
ABHD5	Approved symbol	ABHD5	abhydrolase domain containing 5	HGNC:21396	3p21.33
ABHD6	Approved symbol	ABHD6	abhydrolase domain containing 6	HGNC:21398	3p21.2
ABHD8	Approved symbol	ABHD8	abhydrolase domain containing 8	HGNC:23759	19p13.12
ABI1	Approved symbol	ABI1	abl-interactor 1	HGNC:11320	10p12.1
ABI2	Approved symbol	ABI2	abl-interactor 2	HGNC:24011	2q33
ABL1	Approved symbol	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	HGNC:76	9q34.1
ABL2	Approved symbol	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	HGNC:77	1q25.2
ABLIM1	Approved symbol	ABLIM1	actin binding LIM protein 1	HGNC:78	10q25
ABLIM2	Approved symbol	ABLIM2	actin binding LIM protein family, member 2	HGNC:19195	4p16.1
ABLIM3	Approved symbol	ABLIM3	actin binding LIM protein family, member 3	HGNC:29132	5q33.1
ABRA	Approved symbol	ABRA	actin-binding Rho activating protein	HGNC:30655	8q23.1
ABT1	Approved symbol	ABT1	activator of basal transcription 1	HGNC:17369	6p21.31
ABTB1	Approved symbol	ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	HGNC:18275	3q21
ABTB2	Approved symbol	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2	HGNC:23842	11p13
ACAA1	Approved symbol	ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2
ACAA2	Approved symbol	ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21
ACACA	Approved symbol	ACACA	acetyl-CoA carboxylase alpha	HGNC:84	17q12
ACACB	Approved symbol	ACACB	acetyl-CoA carboxylase beta	HGNC:85	12q24.1
ACAD8	Approved symbol	ACAD8	acyl-CoA dehydrogenase family, member 8	HGNC:87	11q25
ACAD9	Approved symbol	ACAD9	acyl-CoA dehydrogenase family, member 9	HGNC:21497	3q21.3
ACADS	Approved symbol	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	HGNC:90	12q24.31
ACADVL	Approved symbol	ACADVL	acyl-CoA dehydrogenase, very long chain	HGNC:92	17p13.1
ACAP1	Approved symbol	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	HGNC:16467	17p13.1
ACAP2	Approved symbol	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	HGNC:16469	3q29
ACAT1	Approved symbol	ACAT1	acetyl-CoA acetyltransferase 1	HGNC:93	11q22.3
ACAT2	Approved symbol	ACAT2	acetyl-CoA acetyltransferase 2	HGNC:94	6q25.3
ACAT2	Synonyms	SOAT2	sterol O-acyltransferase 2	HGNC:11178	12q13.13
ACBD3	Approved symbol	ACBD3	acyl-CoA binding domain containing 3	HGNC:15453	1q41
ACBD4	Approved symbol	ACBD4	acyl-CoA binding domain containing 4	HGNC:23337	17q21.31
ACBD5	Approved symbol	ACBD5	acyl-CoA binding domain containing 5	HGNC:23338	10p12.1
ACBD6	Approved symbol	ACBD6	acyl-CoA binding domain containing 6	HGNC:23339	1q25.3
ACBD7	Approved symbol	ACBD7	acyl-CoA binding domain containing 7	HGNC:17715	10p13
ACD	Approved symbol	ACD	adrenocortical dysplasia homolog (mouse)	HGNC:25070	16q22
ACER1	Approved symbol	ACER1	alkaline ceramidase 1	HGNC:18356	19p13.3
ACER3	Approved symbol	ACER3	alkaline ceramidase 3	HGNC:16066	11q13.5
ACIN1	Approved symbol	ACIN1	apoptotic chromatin condensation inducer 1	HGNC:17066	14q11.2
ACLY	Approved symbol	ACLY	ATP citrate lyase	HGNC:115	17q21.2
ACO1	Approved symbol	ACO1	aconitase 1, soluble	HGNC:117	9p21.1
ACO2	Approved symbol	ACO2	aconitase 2, mitochondrial	HGNC:118	22q13.2
ACOT1	Approved symbol	ACOT1	acyl-CoA thioesterase 1	HGNC:33128	14q24.3
ACOT2	Approved symbol	ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3
ACOT4	Approved symbol	ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.1
ACOT7	Approved symbol	ACOT7	acyl-CoA thioesterase 7	HGNC:24157	1p36
ACOT8	Approved symbol	ACOT8	acyl-CoA thioesterase 8	HGNC:15919	20q13.12
ACOT9	Approved symbol	ACOT9	acyl-CoA thioesterase 9	HGNC:17152	Xp22.11
ACOX1	Approved symbol	ACOX1	acyl-CoA oxidase 1, palmitoyl	HGNC:119	17q25.1
ACOX3	Approved symbol	ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p15.3
ACOXL	Approved symbol	ACOXL	acyl-CoA oxidase-like	HGNC:25621	2q13
ACP2	Approved symbol	ACP2	acid phosphatase 2, lysosomal	HGNC:123	11p11.2
ACP5	Approved symbol	ACP5	acid phosphatase 5, tartrate resistant	HGNC:124	19p13.2
ACP6	Approved symbol	ACP6	acid phosphatase 6, lysophosphatidic	HGNC:29609	1q21
ACRV1	Approved symbol	ACRV1	acrosomal vesicle protein 1	HGNC:127	11q24.2
ACSBG1	Approved symbol	ACSBG1	acyl-CoA synthetase bubblegum family member 1	HGNC:29567	15q23-q24
ACSF2	Approved symbol	ACSF2	acyl-CoA synthetase family member 2	HGNC:26101	17q21.33
ACSF3	Approved symbol	ACSF3	acyl-CoA synthetase family member 3	HGNC:27288	16q24.3
ACSM1	Approved symbol	ACSM1	acyl-CoA synthetase medium-chain family member 1	HGNC:18049	16p12.3
ACSM2A	Approved symbol	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	HGNC:32017	16p12.3
ACSM2B	Approved symbol	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	HGNC:30931	16p12.3
ACSM3	Approved symbol	ACSM3	acyl-CoA synthetase medium-chain family member 3	HGNC:10522	16p13.11
ACSS1	Approved symbol	ACSS1	acyl-CoA synthetase short-chain family member 1	HGNC:16091	20p11.21
ACSS2	Approved symbol	ACSS2	acyl-CoA synthetase short-chain family member 2	HGNC:15814	20q11.22
ACTA1	Approved symbol	ACTA1	actin, alpha 1, skeletal muscle	HGNC:129	1q42.13
ACTB	Approved symbol	ACTB	actin, beta	HGNC:132	7p22
ACTG1	Approved symbol	ACTG1	actin gamma 1	HGNC:144	17q25
ACTL6A	Approved symbol	ACTL6A	actin-like 6A	HGNC:24124	3q26.33
ACTL9	Approved symbol	ACTL9	actin-like 9	HGNC:28494	19p13.2
ACTN1	Approved symbol	ACTN1	actinin, alpha 1	HGNC:163	14q24.1
ACTN2	Approved symbol	ACTN2	actinin, alpha 2	HGNC:164	1q42-q43
ACTN3	Approved symbol	ACTN3	actinin, alpha 3 (gene/pseudogene)	HGNC:165	11q13.2
ACTN4	Approved symbol	ACTN4	actinin, alpha 4	HGNC:166	19q13
ACTR10	Approved symbol	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	HGNC:17372	14q23.1
ACTR1A	Approved symbol	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	HGNC:167	10q24
ACTR1B	Approved symbol	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	HGNC:168	2q11.2
ACTR2	Approved symbol	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	HGNC:169	2p14
ACTR3	Approved symbol	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	HGNC:170	2q14.1
ACTR3B	Approved symbol	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	HGNC:17256	7q36.1
ACTR3C	Approved symbol	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	HGNC:37282	7q36.1
ACTR5	Approved symbol	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	HGNC:14671	20q12
ACTR6	Approved symbol	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	HGNC:24025	12q23.1
ACTR8	Approved symbol	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	HGNC:14672	3p21.31
ACTRT2	Approved symbol	ACTRT2	actin-related protein T2	HGNC:24026	1p36.3
ACVR1B	Approved symbol	ACVR1B	activin A receptor, type IB	HGNC:172	12q13
ACVR1C	Approved symbol	ACVR1C	activin A receptor, type IC	HGNC:18123	2q24.2
ACVR2A	Approved symbol	ACVR2A	activin A receptor, type IIA	HGNC:173	2q22.2-q23.3
ACY1	Approved symbol	ACY1	aminoacylase 1	HGNC:177	3p21.2
ACYP1	Approved symbol	ACYP1	acylphosphatase 1, erythrocyte (common) type	HGNC:179	14q24.3
ADA	Approved symbol	ADA	adenosine deaminase	HGNC:186	20q13.12
ADAM10	Approved symbol	ADAM10	ADAM metallopeptidase domain 10	HGNC:188	15q2
ADAM15	Approved symbol	ADAM15	ADAM metallopeptidase domain 15	HGNC:193	1q21.3
ADAM17	Approved symbol	ADAM17	ADAM metallopeptidase domain 17	HGNC:195	2p25
ADAM20	Approved symbol	ADAM20	ADAM metallopeptidase domain 20	HGNC:199	14q24.2
ADAM28	Approved symbol	ADAM28	ADAM metallopeptidase domain 28	HGNC:206	8p21.2
ADAM33	Approved symbol	ADAM33	ADAM metallopeptidase domain 33	HGNC:15478	20p13
ADAM9	Approved symbol	ADAM9	ADAM metallopeptidase domain 9	HGNC:216	8p11.23
ADAMTS10	Approved symbol	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	HGNC:13201	19p13.2
ADAMTS14	Approved symbol	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14	HGNC:14899	10q21
ADAMTS20	Approved symbol	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20	HGNC:17178	12q12
ADAMTS9	Approved symbol	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9	HGNC:13202	3p14.1
ADAP1	Approved symbol	ADAP1	ArfGAP with dual PH domains 1	HGNC:16486	7p22.3
ADAR	Approved symbol	ADAR	adenosine deaminase, RNA-specific	HGNC:225	1q21.3
ADARB1	Approved symbol	ADARB1	adenosine deaminase, RNA-specific, B1	HGNC:226	21q22.3
ADAT1	Approved symbol	ADAT1	adenosine deaminase, tRNA-specific 1	HGNC:228	16q23
ADAT3	Approved symbol	ADAT3	adenosine deaminase, tRNA-specific 3	HGNC:25151	19p13.3
ADCK1	Approved symbol	ADCK1	aarF domain containing kinase 1	HGNC:19038	14q24
ADCK2	Approved symbol	ADCK2	aarF domain containing kinase 2	HGNC:19039	7q34
ADCK4	Approved symbol	ADCK4	aarF domain containing kinase 4	HGNC:19041	19q13.2
ADCY10	Approved symbol	ADCY10	adenylate cyclase 10 (soluble)	HGNC:21285	1q24
ADCY3	Approved symbol	ADCY3	adenylate cyclase 3	HGNC:234	2p23.3
ADCY3	Previous symbol	ADCY8	adenylate cyclase 8 (brain)	HGNC:239	8q24
ADCY5	Approved symbol	ADCY5	adenylate cyclase 5	HGNC:236	3q21.1
ADCY7	Approved symbol	ADCY7	adenylate cyclase 7	HGNC:238	16q12.1
ADCY8	Approved symbol	ADCY8	adenylate cyclase 8 (brain)	HGNC:239	8q24
ADCY9	Approved symbol	ADCY9	adenylate cyclase 9	HGNC:240	16p13.3
ADD1	Approved symbol	ADD1	adducin 1 (alpha)	HGNC:243	4p16.3
ADD2	Approved symbol	ADD2	adducin 2 (beta)	HGNC:244	2p13.3
ADD3	Approved symbol	ADD3	adducin 3 (gamma)	HGNC:245	10q25.2
ADH1C	Approved symbol	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	HGNC:251	4q23
ADH5	Approved symbol	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	HGNC:253	4q23
ADHFE1	Approved symbol	ADHFE1	alcohol dehydrogenase, iron containing, 1	HGNC:16354	8q12.3
ADHFE1	Synonyms	ADHFE1	alcohol dehydrogenase, iron containing, 1	HGNC:16354	8q12.3
ADI1	Approved symbol	ADI1	acireductone dioxygenase 1	HGNC:30576	2p25.2
ADIPOQ	Approved symbol	ADIPOQ	adiponectin, C1Q and collagen domain containing	HGNC:13633	3q27
ADIPOQ	Synonyms	ADIPOQ	adiponectin, C1Q and collagen domain containing	HGNC:13633	3q27
ADIPOR1	Approved symbol	ADIPOR1	adiponectin receptor 1	HGNC:24040	1q32.1
ADIPOR2	Approved symbol	ADIPOR2	adiponectin receptor 2	HGNC:24041	12p13
ADK	Approved symbol	ADK	adenosine kinase	HGNC:257	10q22.2
ADNP	Approved symbol	ADNP	activity-dependent neuroprotector homeobox	HGNC:15766	20q13.13
ADO	Approved symbol	ADO	2-aminoethanethiol (cysteamine) dioxygenase	HGNC:23506	10q21.3
ADORA1	Approved symbol	ADORA1	adenosine A1 receptor	HGNC:262	1q32.1
ADORA2A	Approved symbol	ADORA2A	adenosine A2a receptor	HGNC:263	22q11.23
ADORA2B	Approved symbol	ADORA2B	adenosine A2b receptor	HGNC:264	17p12
ADPGK	Approved symbol	ADPGK	ADP-dependent glucokinase	HGNC:25250	15q24.1
ADPRH	Approved symbol	ADPRH	ADP-ribosylarginine hydrolase	HGNC:269	3q13.31-q13.33
ADPRHL2	Approved symbol	ADPRHL2	ADP-ribosylhydrolase like 2	HGNC:21304	1p34.3
ADRA1D	Approved symbol	ADRA1D	adrenoceptor alpha 1D	HGNC:280	20p13
ADRA2B	Approved symbol	ADRA2B	adrenoceptor alpha 2B	HGNC:282	2q11.2
ADRB2	Approved symbol	ADRB2	adrenoceptor beta 2, surface	HGNC:286	5q31-q32
ADRBK1	Approved symbol	ADRBK1	adrenergic, beta, receptor kinase 1	HGNC:289	11q13
ADRBK2	Approved symbol	ADRBK2	adrenergic, beta, receptor kinase 2	HGNC:290	22q11
ADRM1	Approved symbol	ADRM1	adhesion regulating molecule 1	HGNC:15759	20q13.33
ADSL	Approved symbol	ADSL	adenylosuccinate lyase	HGNC:291	22q13.1
ADSS	Approved symbol	ADSS	adenylosuccinate synthase	HGNC:292	1q44
ADSSL1	Approved symbol	ADSSL1	adenylosuccinate synthase like 1	HGNC:20093	14q32.33
AEBP2	Approved symbol	AEBP2	AE binding protein 2	HGNC:24051	12p12.3
AEN	Approved symbol	AEN	apoptosis enhancing nuclease	HGNC:25722	15q26.1
AES	Approved symbol	AES	amino-terminal enhancer of split	HGNC:307	19p13.3
AFAP1	Approved symbol	AFAP1	actin filament associated protein 1	HGNC:24017	4p16
AFAP1L1	Approved symbol	AFAP1L1	actin filament associated protein 1-like 1	HGNC:26714	5q33.1
AFAP1L2	Approved symbol	AFAP1L2	actin filament associated protein 1-like 2	HGNC:25901	10q26.11
AFG3L2	Approved symbol	AFG3L2	AFG3-like AAA ATPase 2	HGNC:315	18p11.21
AFMID	Approved symbol	AFMID	arylformamidase	HGNC:20910	17q25.3
AGAP1	Approved symbol	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	HGNC:16922	2q37
AGAP11	Approved symbol	AGAP11	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	HGNC:29421	10q23.2
AGAP3	Approved symbol	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	HGNC:16923	7q36.1
AGAP4	Approved symbol	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	HGNC:23459	10q11.21
AGAP5	Approved symbol	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	HGNC:23467	10q22.2
AGAP6	Approved symbol	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	HGNC:23466	10q11.23
AGBL2	Approved symbol	AGBL2	ATP/GTP binding protein-like 2	HGNC:26296	11p11.2
AGBL3	Approved symbol	AGBL3	ATP/GTP binding protein-like 3	HGNC:27981	7q33
AGBL4	Approved symbol	AGBL4	ATP/GTP binding protein-like 4	HGNC:25892	1p33
AGBL5	Approved symbol	AGBL5	ATP/GTP binding protein-like 5	HGNC:26147	2p23.3
AGFG1	Approved symbol	AGFG1	ArfGAP with FG repeats 1	HGNC:5175	2q36
AGFG2	Approved symbol	AGFG2	ArfGAP with FG repeats 2	HGNC:5177	7q22.1
AGGF1	Approved symbol	AGGF1	angiogenic factor with G patch and FHA domains 1	HGNC:24684	5q13.3
AGK	Approved symbol	AGK	acylglycerol kinase	HGNC:21869	7q34
AGMAT	Approved symbol	AGMAT	agmatine ureohydrolase (agmatinase)	HGNC:18407	1p36.13
AGPAT1	Approved symbol	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	HGNC:324	6p21.3
AGPAT2	Approved symbol	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	HGNC:325	9q34.3
AGPAT3	Approved symbol	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	HGNC:326	21q22.3
AGPAT5	Approved symbol	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	HGNC:20886	8p23.1
AGPAT6	Approved symbol	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6	HGNC:20880	8p11.21
AGPAT9	Approved symbol	AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9	HGNC:28157	4q21.23
AGR2	Approved symbol	AGR2	anterior gradient 2	HGNC:328	7p21.3
AGR3	Approved symbol	AGR3	anterior gradient 3	HGNC:24167	7p21.1
AGTPBP1	Approved symbol	AGTPBP1	ATP/GTP binding protein 1	HGNC:17258	9q21.33
AGTRAP	Approved symbol	AGTRAP	angiotensin II receptor-associated protein	HGNC:13539	1p36.22
AHCTF1	Approved symbol	AHCTF1	AT hook containing transcription factor 1	HGNC:24618	1q44
AHCY	Approved symbol	AHCY	adenosylhomocysteinase	HGNC:343	20q11.22
AHCYL1	Approved symbol	AHCYL1	adenosylhomocysteinase-like 1	HGNC:344	1p13
AHCYL2	Approved symbol	AHCYL2	adenosylhomocysteinase-like 2	HGNC:22204	7q32.1
AHDC1	Approved symbol	AHDC1	AT hook, DNA binding motif, containing 1	HGNC:25230	1p36.13
AHNAK	Approved symbol	AHNAK	AHNAK nucleoprotein	HGNC:347	11q12-q13
AHNAK2	Approved symbol	AHNAK2	AHNAK nucleoprotein 2	HGNC:20125	14q32.33
AHR	Approved symbol	AHR	aryl hydrocarbon receptor	HGNC:348	7p15
AHSA1	Approved symbol	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	HGNC:1189	14q
AHSG	Approved symbol	AHSG	alpha-2-HS-glycoprotein	HGNC:349	3q27.3
AIDA	Approved symbol	AIDA	axin interactor, dorsalization associated	HGNC:25761	1q41
AIFM2	Approved symbol	AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	HGNC:21411	10q22.2
AIG1	Approved symbol	AIG1	androgen-induced 1	HGNC:21607	6q24.1
AIM1	Approved symbol	AIM1	absent in melanoma 1	HGNC:356	6q21
AIMP1	Approved symbol	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	HGNC:10648	4q24
AIMP2	Approved symbol	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	HGNC:20609	7p22.1
AIP	Approved symbol	AIP	aryl hydrocarbon receptor interacting protein	HGNC:358	11q13.3
AIP	Synonyms	AURKAIP1	aurora kinase A interacting protein 1	HGNC:24114	1p36.33
AK1	Approved symbol	AK1	adenylate kinase 1	HGNC:361	9q34.1
AK2	Approved symbol	AK2	adenylate kinase 2	HGNC:362	1p35.1
AK3	Approved symbol	AK3	adenylate kinase 3	HGNC:17376	9p24.1
AK3	Previous symbol	AK4	adenylate kinase 4	HGNC:363	1p31.3
AK7	Approved symbol	AK7	adenylate kinase 7	HGNC:20091	14q32.31
AKAP1	Approved symbol	AKAP1	A kinase (PRKA) anchor protein 1	HGNC:367	17q22
AKAP10	Approved symbol	AKAP10	A kinase (PRKA) anchor protein 10	HGNC:368	17p11.1
AKAP11	Approved symbol	AKAP11	A kinase (PRKA) anchor protein 11	HGNC:369	13q
AKAP13	Approved symbol	AKAP13	A kinase (PRKA) anchor protein 13	HGNC:371	15q24-q25
AKAP5	Approved symbol	AKAP5	A kinase (PRKA) anchor protein 5	HGNC:375	14q23.3
AKAP6	Approved symbol	AKAP6	A kinase (PRKA) anchor protein 6	HGNC:376	14q12
AKAP8	Approved symbol	AKAP8	A kinase (PRKA) anchor protein 8	HGNC:378	19p13.12
AKAP8L	Approved symbol	AKAP8L	A kinase (PRKA) anchor protein 8-like	HGNC:29857	19p13.12
AKAP9	Approved symbol	AKAP9	A kinase (PRKA) anchor protein 9	HGNC:379	7q21-q22
AKIRIN1	Approved symbol	AKIRIN1	akirin 1	HGNC:25744	1p34.3
AKIRIN2	Approved symbol	AKIRIN2	akirin 2	HGNC:21407	6q15
AKNA	Approved symbol	AKNA	AT-hook transcription factor	HGNC:24108	9q32
AKR1B1	Approved symbol	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	HGNC:381	7q35
AKR1E2	Approved symbol	AKR1E2	aldo-keto reductase family 1, member E2	HGNC:23437	10p15.2
AKR7A2	Approved symbol	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	HGNC:389	1p36.13
AKR7L	Approved symbol	AKR7L	aldo-keto reductase family 7-like (gene/pseudogene)	HGNC:24056	1p36.1-p35
AKT1	Approved symbol	AKT1	v-akt murine thymoma viral oncogene homolog 1	HGNC:391	14q32.33
AKT1S1	Approved symbol	AKT1S1	AKT1 substrate 1 (proline-rich)	HGNC:28426	19q13.33
AKT2	Approved symbol	AKT2	v-akt murine thymoma viral oncogene homolog 2	HGNC:392	19q13.1-q13.2
AKTIP	Approved symbol	AKTIP	AKT interacting protein	HGNC:16710	16q12.2
ALAD	Approved symbol	ALAD	aminolevulinate dehydratase	HGNC:395	9q32
ALAS1	Approved symbol	ALAS1	5'-aminolevulinate synthase 1	HGNC:396	3p21
ALDH16A1	Approved symbol	ALDH16A1	aldehyde dehydrogenase 16 family, member A1	HGNC:28114	19q13.33
ALDH18A1	Approved symbol	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	HGNC:9722	10q24.1
ALDH1B1	Approved symbol	ALDH1B1	aldehyde dehydrogenase 1 family, member B1	HGNC:407	9p13
ALDH3A1	Approved symbol	ALDH3A1	aldehyde dehydrogenase 3 family, member A1	HGNC:405	17p11.2
ALDH3A2	Approved symbol	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	HGNC:403	17p11.2
ALDH3B1	Approved symbol	ALDH3B1	aldehyde dehydrogenase 3 family, member B1	HGNC:410	11q13
ALDH4A1	Approved symbol	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	HGNC:406	1p36
ALDH5A1	Approved symbol	ALDH5A1	aldehyde dehydrogenase 5 family, member A1	HGNC:408	6p22
ALDH6A1	Approved symbol	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	HGNC:7179	14q24.3
