Input	Match type	Approved symbol	Approved name	HGNC ID	Location
B3GALNT2	Approved symbol	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	HGNC:28596	1q42.3
B3GNT7	Approved symbol	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	HGNC:18811	2q36.1
B4GALT3	Approved symbol	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	HGNC:926	1q23.3
BBC3	Approved symbol	BBC3	BCL2 binding component 3	HGNC:17868	19q13.3-q13.4
BBS2	Approved symbol	BBS2	Bardet-Biedl syndrome 2	HGNC:967	16q21
BBS9	Approved symbol	BBS9	Bardet-Biedl syndrome 9	HGNC:30000	7p14
BCL2L1	Approved symbol	BCL2L1	BCL2-like 1	HGNC:992	20q11.21
BCL7B	Approved symbol	BCL7B	B-cell CLL/lymphoma 7B	HGNC:1005	7q11.23
BDP1	Approved symbol	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	HGNC:13652	5q12-q13
BDP1	Synonyms	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	HGNC:9649	2q21
BGLAP	Approved symbol	BGLAP	bone gamma-carboxyglutamate (gla) protein	HGNC:1043	1q22
BIN3	Approved symbol	BIN3	bridging integrator 3	HGNC:1054	8p21.2
BIVM	Approved symbol	BIVM	basic, immunoglobulin-like variable motif containing	HGNC:16034	13q33.1
BLCAP	Approved symbol	BLCAP	bladder cancer associated protein	HGNC:1055	20q11.23
BLZF1	Approved symbol	BLZF1	basic leucine zipper nuclear factor 1	HGNC:1065	1q24
BMPR2	Approved symbol	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	HGNC:1078	2q33-q34
BOLA1	Approved symbol	BOLA1	bolA family member 1	HGNC:24263	1q21
BPNT1	Approved symbol	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1	HGNC:1096	1q42
BRAP	Approved symbol	BRAP	BRCA1 associated protein	HGNC:1099	12q24.12
BRAP	Synonyms	C6orf89	chromosome 6 open reading frame 89	HGNC:21114	6p21.31
BRWD1	Approved symbol	BRWD1	bromodomain and WD repeat domain containing 1	HGNC:12760	21q22.2
BTG2	Approved symbol	BTG2	BTG family, member 2	HGNC:1131	1q32
BTRC	Approved symbol	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	HGNC:1144	10q24.32
BZW1	Approved symbol	BZW1	basic leucine zipper and W2 domains 1	HGNC:18380	2q33
C10orf25	Approved symbol	C10orf25	chromosome 10 open reading frame 25	HGNC:23509	10q11.21
C12orf60	Approved symbol	C12orf60	chromosome 12 open reading frame 60	HGNC:28726	12p12.3
C12orf76	Approved symbol	C12orf76	chromosome 12 open reading frame 76	HGNC:33790	12q24.11
C14orf159	Approved symbol	C14orf159	chromosome 14 open reading frame 159	HGNC:20498	14q32.11
C16orf46	Approved symbol	C16orf46	chromosome 16 open reading frame 46	HGNC:26525	16q23.2
C16orf54	Approved symbol	C16orf54	chromosome 16 open reading frame 54	HGNC:26649	16p11.2
C16orf70	Approved symbol	C16orf70	chromosome 16 open reading frame 70	HGNC:29564	16q22.1
C16orf93	Approved symbol	C16orf93	chromosome 16 open reading frame 93	HGNC:28078	16p11.2
C17orf58	Approved symbol	C17orf58	chromosome 17 open reading frame 58	HGNC:27568	17q24.2
C17orf75	Approved symbol	C17orf75	chromosome 17 open reading frame 75	HGNC:30173	17q11.2
C17orf80	Approved symbol	C17orf80	chromosome 17 open reading frame 80	HGNC:29601	17q25.1
C18orf25	Approved symbol	C18orf25	chromosome 18 open reading frame 25	HGNC:28172	18q21.1
C19orf25	Approved symbol	C19orf25	chromosome 19 open reading frame 25	HGNC:26711	19p13.3
C1GALT1	Approved symbol	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	HGNC:24337	7p21.3
C1orf101	Approved symbol	C1orf101	chromosome 1 open reading frame 101	HGNC:28491	1q44
C1orf111	Approved symbol	C1orf111	chromosome 1 open reading frame 111	HGNC:27648	1q23.3
C1orf112	Approved symbol	C1orf112	chromosome 1 open reading frame 112	HGNC:25565	1q24.2
C1orf115	Approved symbol	C1orf115	chromosome 1 open reading frame 115	HGNC:25873	1q41
C1orf131	Approved symbol	C1orf131	chromosome 1 open reading frame 131	HGNC:25332	1q42.2
C1orf198	Approved symbol	C1orf198	chromosome 1 open reading frame 198	HGNC:25900	1q42.2
C1orf204	Approved symbol	C1orf204	chromosome 1 open reading frame 204	HGNC:27647	1q23.1
C1orf226	Approved symbol	C1orf226	chromosome 1 open reading frame 226	HGNC:34351	1q23.3
C1orf229	Approved symbol	C1orf229	chromosome 1 open reading frame 229	HGNC:33759	1q44
C1orf27	Approved symbol	C1orf27	chromosome 1 open reading frame 27	HGNC:24299	1q25
C1orf35	Approved symbol	C1orf35	chromosome 1 open reading frame 35	HGNC:19032	1q42.13
C1orf43	Approved symbol	C1orf43	chromosome 1 open reading frame 43	HGNC:29876	1q21.2
C1orf53	Approved symbol	C1orf53	chromosome 1 open reading frame 53	HGNC:30003	1q31.3
C1orf56	Approved symbol	C1orf56	chromosome 1 open reading frame 56	HGNC:26045	1q21.2
C1orf74	Approved symbol	C1orf74	chromosome 1 open reading frame 74	HGNC:26319	1q32.2
C21orf91	Approved symbol	C21orf91	chromosome 21 open reading frame 91	HGNC:16459	21q21.1
C2CD3	Approved symbol	C2CD3	C2 calcium-dependent domain containing 3	HGNC:24564	11q13.4
C2CD4D	Approved symbol	C2CD4D	C2 calcium-dependent domain containing 4D	HGNC:37210	1q21.3
C2orf43	Approved symbol	C2orf43	chromosome 2 open reading frame 43	HGNC:26145	2p24.1
C2orf68	Approved symbol	C2orf68	chromosome 2 open reading frame 68	HGNC:34353	2p11.2
C4BPA	Approved symbol	C4BPA	complement component 4 binding protein, alpha	HGNC:1325	1q32
C5orf24	Approved symbol	C5orf24	chromosome 5 open reading frame 24	HGNC:26746	5q31.1
C5orf42	Approved symbol	C5orf42	chromosome 5 open reading frame 42	HGNC:25801	5p13.2
C6orf62	Approved symbol	C6orf62	chromosome 6 open reading frame 62	HGNC:20998	6p22.1
C8orf59	Approved symbol	C8orf59	chromosome 8 open reading frame 59	HGNC:32235	8q21.2
C9orf72	Approved symbol	C9orf72	chromosome 9 open reading frame 72	HGNC:28337	9p21.1
C9orf85	Approved symbol	C9orf85	chromosome 9 open reading frame 85	HGNC:28784	9q21.2
CA14	Approved symbol	CA14	carbonic anhydrase XIV	HGNC:1372	1q21
CAB39	Approved symbol	CAB39	calcium binding protein 39	HGNC:20292	2q37.1
CACYBP	Approved symbol	CACYBP	calcyclin binding protein	HGNC:30423	1q24-q25
CAPN12	Approved symbol	CAPN12	calpain 12	HGNC:13249	19q13.2
CAPNS1	Approved symbol	CAPNS1	calpain, small subunit 1	HGNC:1481	19q13.1
CASP3	Approved symbol	CASP3	caspase 3, apoptosis-related cysteine peptidase	HGNC:1504	4q34
CASP9	Approved symbol	CASP9	caspase 9, apoptosis-related cysteine peptidase	HGNC:1511	1p36.21
CAST	Approved symbol	CAST	calpastatin	HGNC:1515	5q15
CAST	Synonyms	CD3EAP	CD3e molecule, epsilon associated protein	HGNC:24219	19q13.3
CAST	Synonyms	ERC2	ELKS/RAB6-interacting/CAST family member 2	HGNC:31922	3p14.3
CBFB	Approved symbol	CBFB	core-binding factor, beta subunit	HGNC:1539	16q22.1
CBR4	Approved symbol	CBR4	carbonyl reductase 4	HGNC:25891	4q32.3
CCDC103	Approved symbol	CCDC103	coiled-coil domain containing 103	HGNC:32700	17q21.31
CCDC117	Approved symbol	CCDC117	coiled-coil domain containing 117	HGNC:26599	22q12.1
CCDC25	Approved symbol	CCDC25	coiled-coil domain containing 25	HGNC:25591	8p21.1
CCDC82	Approved symbol	CCDC82	coiled-coil domain containing 82	HGNC:26282	11q21
CCDC88C	Approved symbol	CCDC88C	coiled-coil domain containing 88C	HGNC:19967	14q32.12
CCDC89	Approved symbol	CCDC89	coiled-coil domain containing 89	HGNC:26762	11q14.1
CCM2	Approved symbol	CCM2	cerebral cavernous malformation 2	HGNC:21708	7p13
CCT2	Approved symbol	CCT2	chaperonin containing TCP1, subunit 2 (beta)	HGNC:1615	12q15
CCT3	Approved symbol	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	HGNC:1616	1q23
CD19	Approved symbol	CD19	CD19 molecule	HGNC:1633	16p11.2
CD22	Approved symbol	CD22	CD22 molecule	HGNC:1643	19q13.1
CD2BP2	Approved symbol	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	HGNC:1656	16p11.2
CD33	Approved symbol	CD33	CD33 molecule	HGNC:1659	19q13.3
CD37	Approved symbol	CD37	CD37 molecule	HGNC:1666	19p13-q13.4
CD46	Approved symbol	CD46	CD46 molecule, complement regulatory protein	HGNC:6953	1q32
CD70	Approved symbol	CD70	CD70 molecule	HGNC:11937	19p13
CD79A	Approved symbol	CD79A	CD79a molecule, immunoglobulin-associated alpha	HGNC:1698	19q13.2
CDADC1	Approved symbol	CDADC1	cytidine and dCMP deaminase domain containing 1	HGNC:20299	13q14.11
CDAN1	Approved symbol	CDAN1	codanin 1	HGNC:1713	15q15.2
CDC23	Approved symbol	CDC23	cell division cycle 23	HGNC:1724	5q31
CDC27	Approved symbol	CDC27	cell division cycle 27	HGNC:1728	17q21.32
CDC42	Approved symbol	CDC42	cell division cycle 42	HGNC:1736	1p36.1
CDC42BPA	Approved symbol	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)	HGNC:1737	1q42.11
CDC42SE1	Approved symbol	CDC42SE1	CDC42 small effector 1	HGNC:17719	1q21.1
CDC7	Approved symbol	CDC7	cell division cycle 7	HGNC:1745	1p22
CDC73	Approved symbol	CDC73	cell division cycle 73	HGNC:16783	1q25
CDH1	Approved symbol	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	HGNC:1748	16q22.1
CDH1	Synonyms	FZR1	fizzy/cell division cycle 20 related 1 (Drosophila)	HGNC:24824	19p13.3
CDH23	Approved symbol	CDH23	cadherin-related 23	HGNC:13733	10q22.1
CDK1	Approved symbol	CDK1	cyclin-dependent kinase 1	HGNC:1722	10q21.2
CDK18	Approved symbol	CDK18	cyclin-dependent kinase 18	HGNC:8751	1q31-q32
CDK2	Approved symbol	CDK2	cyclin-dependent kinase 2	HGNC:1771	12q13
CDKAL1	Approved symbol	CDKAL1	CDK5 regulatory subunit associated protein 1-like 1	HGNC:21050	6p22.2
CENPF	Approved symbol	CENPF	centromere protein F, 350/400kDa	HGNC:1857	1q41
CENPK	Approved symbol	CENPK	centromere protein K	HGNC:29479	5q12.3
CENPL	Approved symbol	CENPL	centromere protein L	HGNC:17879	1q25.1
CEP120	Approved symbol	CEP120	centrosomal protein 120kDa	HGNC:26690	5q23.2
CEP152	Approved symbol	CEP152	centrosomal protein 152kDa	HGNC:29298	15q21.1
CEP170	Approved symbol	CEP170	centrosomal protein 170kDa	HGNC:28920	1q44
CEP192	Approved symbol	CEP192	centrosomal protein 192kDa	HGNC:25515	18p11.21
CEP350	Approved symbol	CEP350	centrosomal protein 350kDa	HGNC:24238	1q25.2
CEP55	Approved symbol	CEP55	centrosomal protein 55kDa	HGNC:1161	10q24.1
CEP78	Approved symbol	CEP78	centrosomal protein 78kDa	HGNC:25740	9q21.2
CES2	Approved symbol	CES2	carboxylesterase 2	HGNC:1864	16q22.1
CES2	Synonyms	CES1	carboxylesterase 1	HGNC:1863	16q22.2
CETN3	Approved symbol	CETN3	centrin, EF-hand protein, 3	HGNC:1868	5q14.3
CFDP1	Approved symbol	CFDP1	craniofacial development protein 1	HGNC:1873	16q22.2-q22.3
CHCHD1	Approved symbol	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	HGNC:23518	10q22.3
CHCHD7	Approved symbol	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	HGNC:28314	8q11.23
CHD1L	Approved symbol	CHD1L	chromodomain helicase DNA binding protein 1-like	HGNC:1916	1q21.1
CHD7	Approved symbol	CHD7	chromodomain helicase DNA binding protein 7	HGNC:20626	8q12.2
CHML	Approved symbol	CHML	choroideremia-like (Rab escort protein 2)	HGNC:1941	1q43
CHMP2B	Approved symbol	CHMP2B	charged multivesicular body protein 2B	HGNC:24537	3p12.1
CHMP7	Approved symbol	CHMP7	charged multivesicular body protein 7	HGNC:28439	8p21.2
CHN1	Approved symbol	CHN1	chimerin 1	HGNC:1943	2q31-q32.1
CHPT1	Approved symbol	CHPT1	choline phosphotransferase 1	HGNC:17852	12q
CHRAC1	Approved symbol	CHRAC1	chromatin accessibility complex 1	HGNC:13544	8q24.3
CHUK	Approved symbol	CHUK	conserved helix-loop-helix ubiquitous kinase	HGNC:1974	10q24-q25
CISD1	Approved symbol	CISD1	CDGSH iron sulfur domain 1	HGNC:30880	10q21.3
CLDN16	Approved symbol	CLDN16	claudin 16	HGNC:2037	3q28
CLINT1	Approved symbol	CLINT1	clathrin interactor 1	HGNC:23186	5q33.3
CLIP4	Approved symbol	CLIP4	CAP-GLY domain containing linker protein family, member 4	HGNC:26108	2p23
CLIP4	Synonyms	UBASH3A	ubiquitin associated and SH3 domain containing A	HGNC:12462	21q22.3
CLK2	Approved symbol	CLK2	CDC-like kinase 2	HGNC:2069	1q21
CLK2	Synonyms	CLK2	CDC-like kinase 2	HGNC:2069	1q21
CLVS1	Approved symbol	CLVS1	clavesin 1	HGNC:23139	8q12.1
CNIH4	Approved symbol	CNIH4	cornichon family AMPA receptor auxiliary protein 4	HGNC:25013	1q42.12
CNST	Approved symbol	CNST	consortin, connexin sorting protein	HGNC:26486	1q44
CNTLN	Approved symbol	CNTLN	centlein, centrosomal protein	HGNC:23432	9p22.2-p22.1
COG2	Approved symbol	COG2	component of oligomeric golgi complex 2	HGNC:6546	1q42.2
COG4	Approved symbol	COG4	component of oligomeric golgi complex 4	HGNC:18620	16q22.1
COL4A3BP	Approved symbol	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	HGNC:2205	5q13.3
COPA	Approved symbol	COPA	coatomer protein complex, subunit alpha	HGNC:2230	1q23.2
COPS5	Approved symbol	COPS5	COP9 signalosome subunit 5	HGNC:2240	8q13.1
COPS8	Approved symbol	COPS8	COP9 signalosome subunit 8	HGNC:24335	2q37.3
CORO1A	Approved symbol	CORO1A	coronin, actin binding protein, 1A	HGNC:2252	16p11.2
COX6C	Approved symbol	COX6C	cytochrome c oxidase subunit VIc	HGNC:2285	8q22.2
CPB2	Approved symbol	CPB2	carboxypeptidase B2 (plasma)	HGNC:2300	13q14.11
CPNE1	Approved symbol	CPNE1	copine I	HGNC:2314	20q11.22
CRBN	Approved symbol	CRBN	cereblon	HGNC:30185	3p26.3
CREB3L4	Approved symbol	CREB3L4	cAMP responsive element binding protein 3-like 4	HGNC:18854	1q21.2
CREG1	Approved symbol	CREG1	cellular repressor of E1A-stimulated genes 1	HGNC:2351	1q24
CREM	Approved symbol	CREM	cAMP responsive element modulator	HGNC:2352	10p12.1-p11.1
CRLS1	Approved symbol	CRLS1	cardiolipin synthase 1	HGNC:16148	20p13-p12.3
CRTC2	Approved symbol	CRTC2	CREB regulated transcription coactivator 2	HGNC:27301	1q21.3
CSNK1A1	Approved symbol	CSNK1A1	casein kinase 1, alpha 1	HGNC:2451	5q32
CSRP2BP	Approved symbol	CSRP2BP	CSRP2 binding protein	HGNC:15904	20p11.23
CTNNAL1	Approved symbol	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	HGNC:2512	9q31.2
CUL1	Approved symbol	CUL1	cullin 1	HGNC:2551	7q36.1
CUL3	Approved symbol	CUL3	cullin 3	HGNC:2553	2q36.2
CWF19L1	Approved symbol	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	HGNC:25613	10q24.31
CXorf38	Approved symbol	CXorf38	chromosome X open reading frame 38	HGNC:28589	Xp11
CYB5R1	Approved symbol	CYB5R1	cytochrome b5 reductase 1	HGNC:13397	1q32.1
CYB5R2	Approved symbol	CYB5R2	cytochrome b5 reductase 2	HGNC:24376	11p15.4
CYBA	Approved symbol	CYBA	cytochrome b-245, alpha polypeptide	HGNC:2577	16q24
CYLD	Approved symbol	CYLD	cylindromatosis (turban tumor syndrome)	HGNC:2584	16q12.1
DAP3	Approved symbol	DAP3	death associated protein 3	HGNC:2673	1q22
DAP3	Synonyms	DLGAP3	discs, large (Drosophila) homolog-associated protein 3	HGNC:30368	1p35.3-p34.1
DARS2	Approved symbol	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	HGNC:25538	1q25.1
DBNL	Approved symbol	DBNL	drebrin-like	HGNC:2696	7p13
DCAF6	Approved symbol	DCAF6	DDB1 and CUL4 associated factor 6	HGNC:30002	1q23.3
DCAF7	Approved symbol	DCAF7	DDB1 and CUL4 associated factor 7	HGNC:30915	17q23.3
DCAF8	Approved symbol	DCAF8	DDB1 and CUL4 associated factor 8	HGNC:24891	1q22-q23
DCDC1	Approved symbol	DCDC1	doublecortin domain containing 1	HGNC:20625	11p14.1
DCLRE1C	Approved symbol	DCLRE1C	DNA cross-link repair 1C	HGNC:17642	10p13
DCP2	Approved symbol	DCP2	decapping mRNA 2	HGNC:24452	5q22
DCST1	Approved symbol	DCST1	DC-STAMP domain containing 1	HGNC:26539	1q22
DCST2	Approved symbol	DCST2	DC-STAMP domain containing 2	HGNC:26562	1q22
DCTN1	Approved symbol	DCTN1	dynactin 1	HGNC:2711	2p13
DDHD1	Approved symbol	DDHD1	DDHD domain containing 1	HGNC:19714	14q21
DDX19A	Approved symbol	DDX19A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A	HGNC:25628	16q22.1
DDX19B	Approved symbol	DDX19B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B	HGNC:2742	16q22.3
DDX43	Approved symbol	DDX43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	HGNC:18677	6q13
DDX47	Approved symbol	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	HGNC:18682	12p13.2
DDX59	Approved symbol	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	HGNC:25360	1q32.1
