Input	Match type	Approved symbol	Approved name	HGNC ID	Location
C1orf112	Approved symbol	C1orf112	chromosome 1 open reading frame 112	HGNC:25565	1q24.2
C1orf115	Approved symbol	C1orf115	chromosome 1 open reading frame 115	HGNC:25873	1q41
C1orf131	Approved symbol	C1orf131	chromosome 1 open reading frame 131	HGNC:25332	1q42.2
C1orf198	Approved symbol	C1orf198	chromosome 1 open reading frame 198	HGNC:25900	1q42.2
C1orf226	Approved symbol	C1orf226	chromosome 1 open reading frame 226	HGNC:34351	1q23.3
C1orf229	Approved symbol	C1orf229	chromosome 1 open reading frame 229	HGNC:33759	1q44
C1orf27	Approved symbol	C1orf27	chromosome 1 open reading frame 27	HGNC:24299	1q25
C1orf35	Approved symbol	C1orf35	chromosome 1 open reading frame 35	HGNC:19032	1q42.13
C1orf43	Approved symbol	C1orf43	chromosome 1 open reading frame 43	HGNC:29876	1q21.2
C1orf53	Approved symbol	C1orf53	chromosome 1 open reading frame 53	HGNC:30003	1q31.3
C1orf56	Approved symbol	C1orf56	chromosome 1 open reading frame 56	HGNC:26045	1q21.2
C1orf74	Approved symbol	C1orf74	chromosome 1 open reading frame 74	HGNC:26319	1q32.2
C21orf91	Approved symbol	C21orf91	chromosome 21 open reading frame 91	HGNC:16459	21q21.1
C2CD3	Approved symbol	C2CD3	C2 calcium-dependent domain containing 3	HGNC:24564	11q13.4
C2CD4D	Approved symbol	C2CD4D	C2 calcium-dependent domain containing 4D	HGNC:37210	1q21.3
C9orf72	Approved symbol	C9orf72	chromosome 9 open reading frame 72	HGNC:28337	9p21.1
CACYBP	Approved symbol	CACYBP	calcyclin binding protein	HGNC:30423	1q24-q25
CAPN12	Approved symbol	CAPN12	calpain 12	HGNC:13249	19q13.2
CAPNS1	Approved symbol	CAPNS1	calpain, small subunit 1	HGNC:1481	19q13.1
CAST	Approved symbol	CAST	calpastatin	HGNC:1515	5q15
CAST	Synonyms	CD3EAP	CD3e molecule, epsilon associated protein	HGNC:24219	19q13.3
CAST	Synonyms	ERC2	ELKS/RAB6-interacting/CAST family member 2	HGNC:31922	3p14.3
CCND3	Approved symbol	CCND3	cyclin D3	HGNC:1585	6p21
CCT3	Approved symbol	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	HGNC:1616	1q23
CD19	Approved symbol	CD19	CD19 molecule	HGNC:1633	16p11.2
CD33	Approved symbol	CD33	CD33 molecule	HGNC:1659	19q13.3
CD70	Approved symbol	CD70	CD70 molecule	HGNC:11937	19p13
CD79A	Approved symbol	CD79A	CD79a molecule, immunoglobulin-associated alpha	HGNC:1698	19q13.2
CDADC1	Approved symbol	CDADC1	cytidine and dCMP deaminase domain containing 1	HGNC:20299	13q14.11
CDC42BPA	Approved symbol	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)	HGNC:1737	1q42.11
CDC42SE1	Approved symbol	CDC42SE1	CDC42 small effector 1	HGNC:17719	1q21.1
CDC73	Approved symbol	CDC73	cell division cycle 73	HGNC:16783	1q25
CDH1	Approved symbol	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	HGNC:1748	16q22.1
CDH1	Synonyms	FZR1	fizzy/cell division cycle 20 related 1 (Drosophila)	HGNC:24824	19p13.3
CDH23	Approved symbol	CDH23	cadherin-related 23	HGNC:13733	10q22.1
CENPF	Approved symbol	CENPF	centromere protein F, 350/400kDa	HGNC:1857	1q41
CENPK	Approved symbol	CENPK	centromere protein K	HGNC:29479	5q12.3
CENPL	Approved symbol	CENPL	centromere protein L	HGNC:17879	1q25.1
CEP120	Approved symbol	CEP120	centrosomal protein 120kDa	HGNC:26690	5q23.2
CEP350	Approved symbol	CEP350	centrosomal protein 350kDa	HGNC:24238	1q25.2
CHD1L	Approved symbol	CHD1L	chromodomain helicase DNA binding protein 1-like	HGNC:1916	1q21.1
CHMP2B	Approved symbol	CHMP2B	charged multivesicular body protein 2B	HGNC:24537	3p12.1
CLK2	Approved symbol	CLK2	CDC-like kinase 2	HGNC:2069	1q21
CLK2	Synonyms	CLK2	CDC-like kinase 2	HGNC:2069	1q21
CMPK2	Approved symbol	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial	HGNC:27015	2p25.2
CNIH4	Approved symbol	CNIH4	cornichon family AMPA receptor auxiliary protein 4	HGNC:25013	1q42.12
CNST	Approved symbol	CNST	consortin, connexin sorting protein	HGNC:26486	1q44
COG2	Approved symbol	COG2	component of oligomeric golgi complex 2	HGNC:6546	1q42.2
COPA	Approved symbol	COPA	coatomer protein complex, subunit alpha	HGNC:2230	1q23.2
COX6C	Approved symbol	COX6C	cytochrome c oxidase subunit VIc	HGNC:2285	8q22.2
CREB3L4	Approved symbol	CREB3L4	cAMP responsive element binding protein 3-like 4	HGNC:18854	1q21.2
CREG1	Approved symbol	CREG1	cellular repressor of E1A-stimulated genes 1	HGNC:2351	1q24
CREM	Approved symbol	CREM	cAMP responsive element modulator	HGNC:2352	10p12.1-p11.1
CRTC2	Approved symbol	CRTC2	CREB regulated transcription coactivator 2	HGNC:27301	1q21.3
CSNK1A1	Approved symbol	CSNK1A1	casein kinase 1, alpha 1	HGNC:2451	5q32
CTNNAL1	Approved symbol	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	HGNC:2512	9q31.2
CUX1	Approved symbol	CUX1	cut-like homeobox 1	HGNC:2557	7q22.1
CYLD	Approved symbol	CYLD	cylindromatosis (turban tumor syndrome)	HGNC:2584	16q12.1
DAP3	Approved symbol	DAP3	death associated protein 3	HGNC:2673	1q22
DAP3	Synonyms	DLGAP3	discs, large (Drosophila) homolog-associated protein 3	HGNC:30368	1p35.3-p34.1
DARS2	Approved symbol	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	HGNC:25538	1q25.1
DCAF6	Approved symbol	DCAF6	DDB1 and CUL4 associated factor 6	HGNC:30002	1q23.3
DCAF8	Approved symbol	DCAF8	DDB1 and CUL4 associated factor 8	HGNC:24891	1q22-q23
DCP2	Approved symbol	DCP2	decapping mRNA 2	HGNC:24452	5q22
DDX19A	Approved symbol	DDX19A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A	HGNC:25628	16q22.1
DDX19B	Approved symbol	DDX19B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B	HGNC:2742	16q22.3
DDX59	Approved symbol	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	HGNC:25360	1q32.1
DEDD	Approved symbol	DEDD	death effector domain containing	HGNC:2755	1q23.1
DENND1B	Approved symbol	DENND1B	DENN/MADD domain containing 1B	HGNC:28404	1q31.3
DENND4B	Approved symbol	DENND4B	DENN/MADD domain containing 4B	HGNC:29044	1q21.3
DHX57	Approved symbol	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	HGNC:20086	2p22.3
DISP1	Approved symbol	DISP1	dispatched homolog 1 (Drosophila)	HGNC:19711	1q42.12
DNAH14	Approved symbol	DNAH14	dynein, axonemal, heavy chain 14	HGNC:2945	1q42.13
DOCK10	Approved symbol	DOCK10	dedicator of cytokinesis 10	HGNC:23479	2q36.3
DPM3	Approved symbol	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3	HGNC:3007	1q22
DPY19L1	Approved symbol	DPY19L1	dpy-19-like 1 (C. elegans)	HGNC:22205	7p14.2
DSTYK	Approved symbol	DSTYK	dual serine/threonine and tyrosine protein kinase	HGNC:29043	1q32
DUSP12	Approved symbol	DUSP12	dual specificity phosphatase 12	HGNC:3067	1q21-q22
DUSP23	Approved symbol	DUSP23	dual specificity phosphatase 23	HGNC:21480	1q23.1
DUSP23	Synonyms	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	HGNC:26965	11p11.2
DYNC1LI2	Approved symbol	DYNC1LI2	dynein, cytoplasmic 1, light intermediate chain 2	HGNC:2966	16q22.1
DYRK3	Approved symbol	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	HGNC:3094	1q32
E2F7	Approved symbol	E2F7	E2F transcription factor 7	HGNC:23820	12q21.1
EFNA1	Approved symbol	EFNA1	ephrin-A1	HGNC:3221	1q21-q22
EFNA4	Approved symbol	EFNA4	ephrin-A4	HGNC:3224	1q21-q22
EGLN1	Approved symbol	EGLN1	egl-9 family hypoxia-inducible factor 1	HGNC:1232	1q42.1
EIF4EBP1	Approved symbol	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	HGNC:3288	8p12
ELK4	Approved symbol	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	HGNC:3326	1q32
ELMOD2	Approved symbol	ELMOD2	ELMO/CED-12 domain containing 2	HGNC:28111	4q31.1
EML4	Approved symbol	EML4	echinoderm microtubule associated protein like 4	HGNC:1316	2p21
ENAH	Approved symbol	ENAH	enabled homolog (Drosophila)	HGNC:18271	1q32.2
ENSA	Approved symbol	ENSA	endosulfine alpha	HGNC:3360	1q21.3
EPB41L2	Approved symbol	EPB41L2	erythrocyte membrane protein band 4.1-like 2	HGNC:3379	6q23
EPRS	Approved symbol	EPRS	glutamyl-prolyl-tRNA synthetase	HGNC:3418	1q41
EXOC8	Approved symbol	EXOC8	exocyst complex component 8	HGNC:24659	1q42.2
EXT1	Approved symbol	EXT1	exostosin glycosyltransferase 1	HGNC:3512	8q24.11
F11R	Approved symbol	F11R	F11 receptor	HGNC:14685	1q21.2-q21.3
FAM161A	Approved symbol	FAM161A	family with sequence similarity 161, member A	HGNC:25808	2p15
FAM172A	Approved symbol	FAM172A	family with sequence similarity 172, member A	HGNC:25365	5q15
FAM189B	Approved symbol	FAM189B	family with sequence similarity 189, member B	HGNC:1233	1q21
FAM20B	Approved symbol	FAM20B	family with sequence similarity 20, member B	HGNC:23017	1q25.2
FAM21C	Approved symbol	FAM21C	family with sequence similarity 21, member C	HGNC:23414	10q11.22
FBXL13	Approved symbol	FBXL13	F-box and leucine-rich repeat protein 13	HGNC:21658	7q22.1
FBXO18	Approved symbol	FBXO18	F-box protein, helicase, 18	HGNC:13620	10p15.1
FBXO28	Approved symbol	FBXO28	F-box protein 28	HGNC:29046	1q42.12
FCHSD2	Approved symbol	FCHSD2	FCH and double SH3 domains 2	HGNC:29114	11q13.3
FDPS	Approved symbol	FDPS	farnesyl diphosphate synthase	HGNC:3631	1q22
FEZ2	Approved symbol	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	HGNC:3660	2p21
FGFR1OP	Approved symbol	FGFR1OP	FGFR1 oncogene partner	HGNC:17012	6q27
FH	Approved symbol	FH	fumarate hydratase	HGNC:3700	1q42.1
FLAD1	Approved symbol	FLAD1	flavin adenine dinucleotide synthetase 1	HGNC:24671	1q22
FLVCR1	Approved symbol	FLVCR1	feline leukemia virus subgroup C cellular receptor 1	HGNC:24682	1q32.3
GABARAPL2	Approved symbol	GABARAPL2	GABA(A) receptor-associated protein-like 2	HGNC:13291	16q22.1
GABPB2	Approved symbol	GABPB2	GA binding protein transcription factor, beta subunit 2	HGNC:28441	1q21.2
GABPB2	Previous symbol	GABPB1	GA binding protein transcription factor, beta subunit 1	HGNC:4074	15q21.2
GALNT2	Approved symbol	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	HGNC:4124	1q41-q42
GAS5	Approved symbol	GAS5	growth arrest-specific 5 (non-protein coding)	HGNC:16355	1q25.1
GATA3	Approved symbol	GATA3	GATA binding protein 3	HGNC:4172	10p15
GATAD2B	Approved symbol	GATAD2B	GATA zinc finger domain containing 2B	HGNC:30778	1q21.3
GBA	Approved symbol	GBA	glucosidase, beta, acid	HGNC:4177	1q22
GBAP1	Approved symbol	GBAP1	glucosidase, beta, acid pseudogene 1	HGNC:4178	1q22
GGPS1	Approved symbol	GGPS1	geranylgeranyl diphosphate synthase 1	HGNC:4249	1q43
GLG1	Approved symbol	GLG1	golgi glycoprotein 1	HGNC:4316	16q22-q23
GLRX2	Approved symbol	GLRX2	glutaredoxin 2	HGNC:16065	1q31.2
GNGT2	Approved symbol	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	HGNC:4412	17q21
GNPAT	Approved symbol	GNPAT	glyceronephosphate O-acyltransferase	HGNC:4416	1q42
GOLPH3L	Approved symbol	GOLPH3L	golgi phosphoprotein 3-like	HGNC:24882	1q21
GON4L	Approved symbol	GON4L	gon-4-like (C. elegans)	HGNC:25973	1q22
GORAB	Approved symbol	GORAB	golgin, RAB6-interacting	HGNC:25676	1q24.2
GPATCH2	Approved symbol	GPATCH2	G patch domain containing 2	HGNC:25499	1q41
GPATCH4	Approved symbol	GPATCH4	G patch domain containing 4	HGNC:25982	1q22
GPR155	Approved symbol	GPR155	G protein-coupled receptor 155	HGNC:22951	2q31.1
GPR89A	Approved symbol	GPR89A	G protein-coupled receptor 89A	HGNC:31984	1q21.1
GUCA1B	Approved symbol	GUCA1B	guanylate cyclase activator 1B (retina)	HGNC:4679	6p21.1
GUK1	Approved symbol	GUK1	guanylate kinase 1	HGNC:4693	1q32-q41
H3F3B	Approved symbol	H3F3B	H3 histone, family 3B (H3.3B)	HGNC:4765	17q25.1
HAX1	Approved symbol	HAX1	HCLS1 associated protein X-1	HGNC:16915	1q21.3
HCST	Approved symbol	HCST	hematopoietic cell signal transducer	HGNC:16977	19q13.1
HCST	Synonyms	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	HGNC:11021	6q15
HDGF	Approved symbol	HDGF	hepatoma-derived growth factor	HGNC:4856	1q23.1
HEATR1	Approved symbol	HEATR1	HEAT repeat containing 1	HGNC:25517	1q43
HEATR6	Approved symbol	HEATR6	HEAT repeat containing 6	HGNC:24076	17q23.2
HEPHL1	Approved symbol	HEPHL1	hephaestin-like 1	HGNC:30477	11q21
HERPUD1	Approved symbol	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	HGNC:13744	16q13
HIST3H2A	Approved symbol	HIST3H2A	histone cluster 3, H2a	HGNC:20507	1q42.13
HSBP1	Approved symbol	HSBP1	heat shock factor binding protein 1	HGNC:5203	16q23.3
HSD17B7	Approved symbol	HSD17B7	hydroxysteroid (17-beta) dehydrogenase 7	HGNC:5215	1q23
HSD17B7	Synonyms	HSD17B7P2	hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2	HGNC:28120	10p11.1
HSDL1	Approved symbol	HSDL1	hydroxysteroid dehydrogenase like 1	HGNC:16475	16q24
IARS2	Approved symbol	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	HGNC:29685	1q41
IER5	Approved symbol	IER5	immediate early response 5	HGNC:5393	1q25.3
IFIT5	Approved symbol	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	HGNC:13328	10q23.31
IFT74	Approved symbol	IFT74	intraflagellar transport 74	HGNC:21424	9p21.1
IFT88	Approved symbol	IFT88	intraflagellar transport 88	HGNC:20606	13q12.1
IGF2BP3	Approved symbol	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	HGNC:28868	7p15.3
IGSF8	Approved symbol	IGSF8	immunoglobulin superfamily, member 8	HGNC:17813	1q23.1
IGSF9	Approved symbol	IGSF9	immunoglobulin superfamily, member 9	HGNC:18132	1q22-q23
IKBKB	Approved symbol	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	HGNC:5960	8p11.2
IL12RB1	Approved symbol	IL12RB1	interleukin 12 receptor, beta 1	HGNC:5971	19p13.1
ILF2	Approved symbol	ILF2	interleukin enhancer binding factor 2	HGNC:6037	1q21.3
INTS3	Approved symbol	INTS3	integrator complex subunit 3	HGNC:26153	1q21.3
INTS7	Approved symbol	INTS7	integrator complex subunit 7	HGNC:24484	1q32.3
IPO9	Approved symbol	IPO9	importin 9	HGNC:19425	1q31.3
IQCE	Approved symbol	IQCE	IQ motif containing E	HGNC:29171	7p22.3
IQGAP3	Approved symbol	IQGAP3	IQ motif containing GTPase activating protein 3	HGNC:20669	1q21.3
IRF2BP2	Approved symbol	IRF2BP2	interferon regulatory factor 2 binding protein 2	HGNC:21729	1q42.3
IRF6	Approved symbol	IRF6	interferon regulatory factor 6	HGNC:6121	1q32.2-q32.3
ISCA1	Approved symbol	ISCA1	iron-sulfur cluster assembly 1	HGNC:28660	9q22.1
ISG20L2	Approved symbol	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	HGNC:25745	1q23.1
ITPKB	Approved symbol	ITPKB	inositol-trisphosphate 3-kinase B	HGNC:6179	1q42.12
IVNS1ABP	Approved symbol	IVNS1ABP	influenza virus NS1A binding protein	HGNC:16951	1q25.1-q31.1
JMJD4	Approved symbol	JMJD4	jumonji domain containing 4	HGNC:25724	1q42.13
JTB	Approved symbol	JTB	jumping translocation breakpoint	HGNC:6201	1q21
KAT2B	Approved symbol	KAT2B	K(lysine) acetyltransferase 2B	HGNC:8638	3p24
KCTD3	Approved symbol	KCTD3	potassium channel tetramerization domain containing 3	HGNC:21305	1q41
KDM5B	Approved symbol	KDM5B	lysine (K)-specific demethylase 5B	HGNC:18039	1q32.1
KHDC1L	Approved symbol	KHDC1L	KH homology domain containing 1-like	HGNC:37274	6q13
KIAA0907	Approved symbol	KIAA0907	KIAA0907	HGNC:29145	1q22
KIAA1614	Approved symbol	KIAA1614	KIAA1614	HGNC:29327	1q25.3
KIAA1804	Unmatched				
KIFAP3	Approved symbol	KIFAP3	kinesin-associated protein 3	HGNC:17060	1q24.2
KLHL12	Approved symbol	KLHL12	kelch-like family member 12	HGNC:19360	1q32.1
KLHL20	Approved symbol	KLHL20	kelch-like family member 20	HGNC:25056	1q25.1
KRTCAP2	Approved symbol	KRTCAP2	keratinocyte associated protein 2	HGNC:28942	1q22
LAD1	Approved symbol	LAD1	ladinin 1	HGNC:6472	1q25.1-q32.3
LARP4B	Approved symbol	LARP4B	La ribonucleoprotein domain family, member 4B	HGNC:28987	10p15.3
LBH	Approved symbol	LBH	limb bud and heart development	HGNC:29532	2p23.1
LBH	Synonyms	C6orf1	chromosome 6 open reading frame 1	HGNC:1340	6p21.3
LGALS8	Approved symbol	LGALS8	lectin, galactoside-binding, soluble, 8	HGNC:6569	1q43
LILRB1	Approved symbol	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	HGNC:6605	19q13.4
LOC148709	Unmatched				
LPGAT1	Approved symbol	LPGAT1	lysophosphatidylglycerol acyltransferase 1	HGNC:28985	1q32.3
LRRC8D	Approved symbol	LRRC8D	leucine rich repeat containing 8 family, member D	HGNC:16992	1p22.2
LYSMD1	Approved symbol	LYSMD1	LysM, putative peptidoglycan-binding, domain containing 1	HGNC:32070	1q21.2
LZTFL1	Approved symbol	LZTFL1	leucine zipper transcription factor-like 1	HGNC:6741	3p21.3
MAF1	Approved symbol	MAF1	MAF1 homolog (S. cerevisiae)	HGNC:24966	8q24.3
MAPKAPK2	Approved symbol	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	HGNC:6887	1q32
MDFIC	Approved symbol	MDFIC	MyoD family inhibitor domain containing	HGNC:28870	7q31.1-q31.2
MDM4	Approved symbol	MDM4	MDM4, p53 regulator	HGNC:6974	1q32
MEF2D	Approved symbol	MEF2D	myocyte enhancer factor 2D	HGNC:6997	1q12-q23
METTL13	Approved symbol	METTL13	methyltransferase like 13	HGNC:24248	1q24-q25.3
MEX3A	Approved symbol	MEX3A	mex-3 RNA binding family member A	HGNC:33482	1q22
MGST3	Approved symbol	MGST3	microsomal glutathione S-transferase 3	HGNC:7064	1q23
MIA3	Approved symbol	MIA3	melanoma inhibitory activity family, member 3	HGNC:24008	1p36.33
MIPEP	Approved symbol	MIPEP	mitochondrial intermediate peptidase	HGNC:7104	13q12
MPZL1	Approved symbol	MPZL1	myelin protein zero-like 1	HGNC:7226	1q24.2
MRPL24	Approved symbol	MRPL24	mitochondrial ribosomal protein L24	HGNC:14037	1q23.1
MRPL55	Approved symbol	MRPL55	mitochondrial ribosomal protein L55	HGNC:16686	1q42.13
MRPL9	Approved symbol	MRPL9	mitochondrial ribosomal protein L9	HGNC:14277	1q21
MRPS14	Approved symbol	MRPS14	mitochondrial ribosomal protein S14	HGNC:14049	1q25.1
MRPS31	Approved symbol	MRPS31	mitochondrial ribosomal protein S31	HGNC:16632	13q14.11
MSTO1	Approved symbol	MSTO1	misato 1, mitochondrial distribution and morphology regulator	HGNC:29678	1q22
MSTO2P	Approved symbol	MSTO2P	misato family member 2, pseudogene	HGNC:26329	1q22
MTR	Approved symbol	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	HGNC:7468	1q43
MTX1	Approved symbol	MTX1	metaxin 1	HGNC:7504	1q21
MYOF	Approved symbol	MYOF	myoferlin	HGNC:3656	10q24
NAP1L4	Approved symbol	NAP1L4	nucleosome assembly protein 1-like 4	HGNC:7640	11p15.5
NBPF14	Approved symbol	NBPF14	neuroblastoma breakpoint family, member 14	HGNC:25232	1q21.2
NBPF15	Approved symbol	NBPF15	neuroblastoma breakpoint family, member 15	HGNC:28791	1q21.1
NCSTN	Approved symbol	NCSTN	nicastrin	HGNC:17091	1q22-q23
NDUFS2	Approved symbol	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)	HGNC:7708	1q23.3
NEK4	Approved symbol	NEK4	NIMA-related kinase 4	HGNC:11399	3p21.1
NENF	Approved symbol	NENF	neudesin neurotrophic factor	HGNC:30384	1q32.3
NFAT5	Approved symbol	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	HGNC:7774	16q22.1
NIPSNAP3A	Approved symbol	NIPSNAP3A	nipsnap homolog 3A (C. elegans)	HGNC:23619	9q31.3
NIPSNAP3B	Approved symbol	NIPSNAP3B	nipsnap homolog 3B (C. elegans)	HGNC:23641	9q31.3
NIT1	Approved symbol	NIT1	nitrilase 1	HGNC:7828	1q21-q22
NOS1AP	Approved symbol	NOS1AP	nitric oxide synthase 1 (neuronal) adaptor protein	HGNC:16859	1q23.3
NR1D2	Approved symbol	NR1D2	nuclear receptor subfamily 1, group D, member 2	HGNC:7963	3p24.1
NUB1	Approved symbol	NUB1	negative regulator of ubiquitin-like proteins 1	HGNC:17623	7q36
NUCKS1	Approved symbol	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1	HGNC:29923	1q32.1
NUDT15	Approved symbol	NUDT15	nudix (nucleoside diphosphate linked moiety X)-type motif 15	HGNC:23063	13q14.12
NUDT17	Approved symbol	NUDT17	nudix (nucleoside diphosphate linked moiety X)-type motif 17	HGNC:26618	1q21.1
NUP133	Approved symbol	NUP133	nucleoporin 133kDa	HGNC:18016	1q42.13
NVL	Approved symbol	NVL	nuclear VCP-like	HGNC:8070	1q41-q42.2
