Input	Match type	Approved symbol	Approved name	HGNC ID	Location
ABHD5	Approved symbol	ABHD5	abhydrolase domain containing 5	HGNC:21396	3p21.33
ABHD8	Approved symbol	ABHD8	abhydrolase domain containing 8	HGNC:23759	19p13.12
ABI1	Approved symbol	ABI1	abl-interactor 1	HGNC:11320	10p12.1
ABI2	Approved symbol	ABI2	abl-interactor 2	HGNC:24011	2q33
ABL1	Approved symbol	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	HGNC:76	9q34.1
ABL2	Approved symbol	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	HGNC:77	1q25.2
ABLIM1	Approved symbol	ABLIM1	actin binding LIM protein 1	HGNC:78	10q25
ABLIM3	Approved symbol	ABLIM3	actin binding LIM protein family, member 3	HGNC:29132	5q33.1
ABT1	Approved symbol	ABT1	activator of basal transcription 1	HGNC:17369	6p21.31
ACAA1	Approved symbol	ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2
ACACA	Approved symbol	ACACA	acetyl-CoA carboxylase alpha	HGNC:84	17q12
ACAD9	Approved symbol	ACAD9	acyl-CoA dehydrogenase family, member 9	HGNC:21497	3q21.3
ACADS	Approved symbol	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	HGNC:90	12q24.31
ACAP1	Approved symbol	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	HGNC:16467	17p13.1
ACAP2	Approved symbol	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	HGNC:16469	3q29
ACAT2	Approved symbol	ACAT2	acetyl-CoA acetyltransferase 2	HGNC:94	6q25.3
ACAT2	Synonyms	SOAT2	sterol O-acyltransferase 2	HGNC:11178	12q13.13
ACBD3	Approved symbol	ACBD3	acyl-CoA binding domain containing 3	HGNC:15453	1q41
ACBD4	Approved symbol	ACBD4	acyl-CoA binding domain containing 4	HGNC:23337	17q21.31
ACBD5	Approved symbol	ACBD5	acyl-CoA binding domain containing 5	HGNC:23338	10p12.1
ACBD6	Approved symbol	ACBD6	acyl-CoA binding domain containing 6	HGNC:23339	1q25.3
ACBD7	Approved symbol	ACBD7	acyl-CoA binding domain containing 7	HGNC:17715	10p13
ACD	Approved symbol	ACD	adrenocortical dysplasia homolog (mouse)	HGNC:25070	16q22
ACER1	Approved symbol	ACER1	alkaline ceramidase 1	HGNC:18356	19p13.3
ACLY	Approved symbol	ACLY	ATP citrate lyase	HGNC:115	17q21.2
ACO2	Approved symbol	ACO2	aconitase 2, mitochondrial	HGNC:118	22q13.2
ACOT1	Approved symbol	ACOT1	acyl-CoA thioesterase 1	HGNC:33128	14q24.3
ACOT2	Approved symbol	ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3
ACOT7	Approved symbol	ACOT7	acyl-CoA thioesterase 7	HGNC:24157	1p36
ACOT8	Approved symbol	ACOT8	acyl-CoA thioesterase 8	HGNC:15919	20q13.12
ACOT9	Approved symbol	ACOT9	acyl-CoA thioesterase 9	HGNC:17152	Xp22.11
ACP2	Approved symbol	ACP2	acid phosphatase 2, lysosomal	HGNC:123	11p11.2
ACP6	Approved symbol	ACP6	acid phosphatase 6, lysophosphatidic	HGNC:29609	1q21
ACRV1	Approved symbol	ACRV1	acrosomal vesicle protein 1	HGNC:127	11q24.2
ACSBG1	Approved symbol	ACSBG1	acyl-CoA synthetase bubblegum family member 1	HGNC:29567	15q23-q24
ACSF2	Approved symbol	ACSF2	acyl-CoA synthetase family member 2	HGNC:26101	17q21.33
ACSF3	Approved symbol	ACSF3	acyl-CoA synthetase family member 3	HGNC:27288	16q24.3
ACSL5	Approved symbol	ACSL5	acyl-CoA synthetase long-chain family member 5	HGNC:16526	10q25.2
ACSM1	Approved symbol	ACSM1	acyl-CoA synthetase medium-chain family member 1	HGNC:18049	16p12.3
ACSS1	Approved symbol	ACSS1	acyl-CoA synthetase short-chain family member 1	HGNC:16091	20p11.21
ACTA1	Approved symbol	ACTA1	actin, alpha 1, skeletal muscle	HGNC:129	1q42.13
ACTB	Approved symbol	ACTB	actin, beta	HGNC:132	7p22
ACTG1	Approved symbol	ACTG1	actin gamma 1	HGNC:144	17q25
ACTL6A	Approved symbol	ACTL6A	actin-like 6A	HGNC:24124	3q26.33
ACTL9	Approved symbol	ACTL9	actin-like 9	HGNC:28494	19p13.2
ACTN1	Approved symbol	ACTN1	actinin, alpha 1	HGNC:163	14q24.1
ACTN4	Approved symbol	ACTN4	actinin, alpha 4	HGNC:166	19q13
ACTR1A	Approved symbol	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	HGNC:167	10q24
ACTR1B	Approved symbol	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	HGNC:168	2q11.2
ACTR3	Approved symbol	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	HGNC:170	2q14.1
ACTR5	Approved symbol	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	HGNC:14671	20q12
ACTR6	Approved symbol	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	HGNC:24025	12q23.1
ACTR8	Approved symbol	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	HGNC:14672	3p21.31
ACVR1	Approved symbol	ACVR1	activin A receptor, type I	HGNC:171	2q23-q24
ACVR1B	Approved symbol	ACVR1B	activin A receptor, type IB	HGNC:172	12q13
ACVR2A	Approved symbol	ACVR2A	activin A receptor, type IIA	HGNC:173	2q22.2-q23.3
ACY3	Approved symbol	ACY3	aminoacylase 3	HGNC:24104	11q13.2
ACYP1	Approved symbol	ACYP1	acylphosphatase 1, erythrocyte (common) type	HGNC:179	14q24.3
ADA	Approved symbol	ADA	adenosine deaminase	HGNC:186	20q13.12
ADAM15	Approved symbol	ADAM15	ADAM metallopeptidase domain 15	HGNC:193	1q21.3
ADAM17	Approved symbol	ADAM17	ADAM metallopeptidase domain 17	HGNC:195	2p25
ADAM18	Approved symbol	ADAM18	ADAM metallopeptidase domain 18	HGNC:196	8p11.22
ADAM20	Approved symbol	ADAM20	ADAM metallopeptidase domain 20	HGNC:199	14q24.2
ADAMTS10	Approved symbol	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	HGNC:13201	19p13.2
ADAMTS14	Approved symbol	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14	HGNC:14899	10q21
ADAMTS9	Approved symbol	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9	HGNC:13202	3p14.1
ADAP1	Approved symbol	ADAP1	ArfGAP with dual PH domains 1	HGNC:16486	7p22.3
ADAR	Approved symbol	ADAR	adenosine deaminase, RNA-specific	HGNC:225	1q21.3
ADARB1	Approved symbol	ADARB1	adenosine deaminase, RNA-specific, B1	HGNC:226	21q22.3
ADAT1	Approved symbol	ADAT1	adenosine deaminase, tRNA-specific 1	HGNC:228	16q23
ADAT3	Approved symbol	ADAT3	adenosine deaminase, tRNA-specific 3	HGNC:25151	19p13.3
ADCK1	Approved symbol	ADCK1	aarF domain containing kinase 1	HGNC:19038	14q24
ADCK2	Approved symbol	ADCK2	aarF domain containing kinase 2	HGNC:19039	7q34
ADCK4	Approved symbol	ADCK4	aarF domain containing kinase 4	HGNC:19041	19q13.2
ADCY10	Approved symbol	ADCY10	adenylate cyclase 10 (soluble)	HGNC:21285	1q24
ADCY3	Approved symbol	ADCY3	adenylate cyclase 3	HGNC:234	2p23.3
ADCY3	Previous symbol	ADCY8	adenylate cyclase 8 (brain)	HGNC:239	8q24
ADCY5	Approved symbol	ADCY5	adenylate cyclase 5	HGNC:236	3q21.1
ADD1	Approved symbol	ADD1	adducin 1 (alpha)	HGNC:243	4p16.3
ADD2	Approved symbol	ADD2	adducin 2 (beta)	HGNC:244	2p13.3
ADD3	Approved symbol	ADD3	adducin 3 (gamma)	HGNC:245	10q25.2
ADH1B	Approved symbol	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	HGNC:250	4q23
ADH5	Approved symbol	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	HGNC:253	4q23
ADHFE1	Approved symbol	ADHFE1	alcohol dehydrogenase, iron containing, 1	HGNC:16354	8q12.3
ADHFE1	Synonyms	ADHFE1	alcohol dehydrogenase, iron containing, 1	HGNC:16354	8q12.3
ADI1	Approved symbol	ADI1	acireductone dioxygenase 1	HGNC:30576	2p25.2
ADIPOR1	Approved symbol	ADIPOR1	adiponectin receptor 1	HGNC:24040	1q32.1
ADIPOR2	Approved symbol	ADIPOR2	adiponectin receptor 2	HGNC:24041	12p13
ADK	Approved symbol	ADK	adenosine kinase	HGNC:257	10q22.2
ADNP2	Approved symbol	ADNP2	ADNP homeobox 2	HGNC:23803	18q23
ADO	Approved symbol	ADO	2-aminoethanethiol (cysteamine) dioxygenase	HGNC:23506	10q21.3
ADORA1	Approved symbol	ADORA1	adenosine A1 receptor	HGNC:262	1q32.1
ADORA2A	Approved symbol	ADORA2A	adenosine A2a receptor	HGNC:263	22q11.23
ADPRH	Approved symbol	ADPRH	ADP-ribosylarginine hydrolase	HGNC:269	3q13.31-q13.33
ADPRHL2	Approved symbol	ADPRHL2	ADP-ribosylhydrolase like 2	HGNC:21304	1p34.3
ADRA1B	Approved symbol	ADRA1B	adrenoceptor alpha 1B	HGNC:278	5q33.3
ADRA2A	Approved symbol	ADRA2A	adrenoceptor alpha 2A	HGNC:281	10q25.2
ADRB2	Approved symbol	ADRB2	adrenoceptor beta 2, surface	HGNC:286	5q31-q32
ADRBK1	Approved symbol	ADRBK1	adrenergic, beta, receptor kinase 1	HGNC:289	11q13
ADRBK2	Approved symbol	ADRBK2	adrenergic, beta, receptor kinase 2	HGNC:290	22q11
ADRM1	Approved symbol	ADRM1	adhesion regulating molecule 1	HGNC:15759	20q13.33
ADSL	Approved symbol	ADSL	adenylosuccinate lyase	HGNC:291	22q13.1
ADSS	Approved symbol	ADSS	adenylosuccinate synthase	HGNC:292	1q44
ADSSL1	Approved symbol	ADSSL1	adenylosuccinate synthase like 1	HGNC:20093	14q32.33
AEBP2	Approved symbol	AEBP2	AE binding protein 2	HGNC:24051	12p12.3
AEN	Approved symbol	AEN	apoptosis enhancing nuclease	HGNC:25722	15q26.1
AES	Approved symbol	AES	amino-terminal enhancer of split	HGNC:307	19p13.3
AFAP1L1	Approved symbol	AFAP1L1	actin filament associated protein 1-like 1	HGNC:26714	5q33.1
AFAP1L2	Approved symbol	AFAP1L2	actin filament associated protein 1-like 2	HGNC:25901	10q26.11
AFG3L2	Approved symbol	AFG3L2	AFG3-like AAA ATPase 2	HGNC:315	18p11.21
AGAP1	Approved symbol	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	HGNC:16922	2q37
AGAP11	Approved symbol	AGAP11	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	HGNC:29421	10q23.2
AGAP3	Approved symbol	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	HGNC:16923	7q36.1
AGAP4	Approved symbol	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	HGNC:23459	10q11.21
AGAP5	Approved symbol	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	HGNC:23467	10q22.2
AGAP6	Approved symbol	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	HGNC:23466	10q11.23
AGBL2	Approved symbol	AGBL2	ATP/GTP binding protein-like 2	HGNC:26296	11p11.2
AGBL3	Approved symbol	AGBL3	ATP/GTP binding protein-like 3	HGNC:27981	7q33
AGBL5	Approved symbol	AGBL5	ATP/GTP binding protein-like 5	HGNC:26147	2p23.3
AGFG1	Approved symbol	AGFG1	ArfGAP with FG repeats 1	HGNC:5175	2q36
AGFG2	Approved symbol	AGFG2	ArfGAP with FG repeats 2	HGNC:5177	7q22.1
AGGF1	Approved symbol	AGGF1	angiogenic factor with G patch and FHA domains 1	HGNC:24684	5q13.3
AGK	Approved symbol	AGK	acylglycerol kinase	HGNC:21869	7q34
AGPAT1	Approved symbol	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	HGNC:324	6p21.3
AGPAT3	Approved symbol	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	HGNC:326	21q22.3
AGPAT5	Approved symbol	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	HGNC:20886	8p23.1
AGPAT6	Approved symbol	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6	HGNC:20880	8p11.21
AGPAT9	Approved symbol	AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9	HGNC:28157	4q21.23
AGTPBP1	Approved symbol	AGTPBP1	ATP/GTP binding protein 1	HGNC:17258	9q21.33
AGTRAP	Approved symbol	AGTRAP	angiotensin II receptor-associated protein	HGNC:13539	1p36.22
AHCTF1	Approved symbol	AHCTF1	AT hook containing transcription factor 1	HGNC:24618	1q44
AHCY	Approved symbol	AHCY	adenosylhomocysteinase	HGNC:343	20q11.22
AHCYL1	Approved symbol	AHCYL1	adenosylhomocysteinase-like 1	HGNC:344	1p13
AHCYL2	Approved symbol	AHCYL2	adenosylhomocysteinase-like 2	HGNC:22204	7q32.1
AHNAK	Approved symbol	AHNAK	AHNAK nucleoprotein	HGNC:347	11q12-q13
AHR	Approved symbol	AHR	aryl hydrocarbon receptor	HGNC:348	7p15
AHSA1	Approved symbol	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	HGNC:1189	14q
AIDA	Approved symbol	AIDA	axin interactor, dorsalization associated	HGNC:25761	1q41
AIFM2	Approved symbol	AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	HGNC:21411	10q22.2
AIMP2	Approved symbol	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	HGNC:20609	7p22.1
AK1	Approved symbol	AK1	adenylate kinase 1	HGNC:361	9q34.1
AK2	Approved symbol	AK2	adenylate kinase 2	HGNC:362	1p35.1
AK7	Approved symbol	AK7	adenylate kinase 7	HGNC:20091	14q32.31
AKAP1	Approved symbol	AKAP1	A kinase (PRKA) anchor protein 1	HGNC:367	17q22
AKAP10	Approved symbol	AKAP10	A kinase (PRKA) anchor protein 10	HGNC:368	17p11.1
AKAP11	Approved symbol	AKAP11	A kinase (PRKA) anchor protein 11	HGNC:369	13q
AKAP13	Approved symbol	AKAP13	A kinase (PRKA) anchor protein 13	HGNC:371	15q24-q25
AKAP5	Approved symbol	AKAP5	A kinase (PRKA) anchor protein 5	HGNC:375	14q23.3
AKAP8L	Approved symbol	AKAP8L	A kinase (PRKA) anchor protein 8-like	HGNC:29857	19p13.12
AKIRIN1	Approved symbol	AKIRIN1	akirin 1	HGNC:25744	1p34.3
AKIRIN2	Approved symbol	AKIRIN2	akirin 2	HGNC:21407	6q15
AKNA	Approved symbol	AKNA	AT-hook transcription factor	HGNC:24108	9q32
AKR1C1	Approved symbol	AKR1C1	aldo-keto reductase family 1, member C1	HGNC:384	10p15-p14
AKR1C2	Approved symbol	AKR1C2	aldo-keto reductase family 1, member C2	HGNC:385	10p15-p14
AKR1C3	Approved symbol	AKR1C3	aldo-keto reductase family 1, member C3	HGNC:386	10p15-p14
AKR1C4	Approved symbol	AKR1C4	aldo-keto reductase family 1, member C4	HGNC:387	10p15.1
AKR1E2	Approved symbol	AKR1E2	aldo-keto reductase family 1, member E2	HGNC:23437	10p15.2
AKR7A2	Approved symbol	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	HGNC:389	1p36.13
AKT1	Approved symbol	AKT1	v-akt murine thymoma viral oncogene homolog 1	HGNC:391	14q32.33
AKT1S1	Approved symbol	AKT1S1	AKT1 substrate 1 (proline-rich)	HGNC:28426	19q13.33
AKT2	Approved symbol	AKT2	v-akt murine thymoma viral oncogene homolog 2	HGNC:392	19q13.1-q13.2
AKTIP	Approved symbol	AKTIP	AKT interacting protein	HGNC:16710	16q12.2
ALAD	Approved symbol	ALAD	aminolevulinate dehydratase	HGNC:395	9q32
ALAS1	Approved symbol	ALAS1	5'-aminolevulinate synthase 1	HGNC:396	3p21
ALDH16A1	Approved symbol	ALDH16A1	aldehyde dehydrogenase 16 family, member A1	HGNC:28114	19q13.33
ALDH18A1	Approved symbol	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	HGNC:9722	10q24.1
ALDH1B1	Approved symbol	ALDH1B1	aldehyde dehydrogenase 1 family, member B1	HGNC:407	9p13
ALDH3A1	Approved symbol	ALDH3A1	aldehyde dehydrogenase 3 family, member A1	HGNC:405	17p11.2
ALDH3B1	Approved symbol	ALDH3B1	aldehyde dehydrogenase 3 family, member B1	HGNC:410	11q13
ALDH3B2	Approved symbol	ALDH3B2	aldehyde dehydrogenase 3 family, member B2	HGNC:411	11q13.2
ALDH8A1	Approved symbol	ALDH8A1	aldehyde dehydrogenase 8 family, member A1	HGNC:15471	6q24.1-q25.1
ALDH9A1	Approved symbol	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	HGNC:412	1q24.1
ALDOA	Approved symbol	ALDOA	aldolase A, fructose-bisphosphate	HGNC:414	16p11.2
ALG1	Approved symbol	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	HGNC:18294	16p13.3
ALG10	Approved symbol	ALG10	ALG10, alpha-1,2-glucosyltransferase	HGNC:23162	12p11.21
ALG10B	Approved symbol	ALG10B	ALG10B, alpha-1,2-glucosyltransferase	HGNC:31088	12q12
ALG11	Approved symbol	ALG11	ALG11, alpha-1,2-mannosyltransferase	HGNC:32456	13q14.3
ALG13	Approved symbol	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	HGNC:30881	Xq23
ALG2	Approved symbol	ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase	HGNC:23159	9q31.1
ALG3	Approved symbol	ALG3	ALG3, alpha-1,3- mannosyltransferase	HGNC:23056	3q27.3
ALG5	Approved symbol	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	HGNC:20266	13q13.1
ALG9	Approved symbol	ALG9	ALG9, alpha-1,2-mannosyltransferase	HGNC:15672	11q23
ALK	Approved symbol	ALK	anaplastic lymphoma receptor tyrosine kinase	HGNC:427	2p23
ALKBH1	Approved symbol	ALKBH1	alkB, alkylation repair homolog 1 (E. coli)	HGNC:17911	14q24
ALKBH3	Approved symbol	ALKBH3	alkB, alkylation repair homolog 3 (E. coli)	HGNC:30141	11p11.2
ALKBH4	Approved symbol	ALKBH4	alkB, alkylation repair homolog 4 (E. coli)	HGNC:21900	7q22.1
ALKBH5	Approved symbol	ALKBH5	AlkB family member 5, RNA demethylase	HGNC:25996	17p11.2
ALKBH7	Approved symbol	ALKBH7	alkB, alkylation repair homolog 7 (E. coli)	HGNC:21306	19p13.3
ALS2	Approved symbol	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	HGNC:443	2q33.1
ALS2CL	Approved symbol	ALS2CL	ALS2 C-terminal like	HGNC:20605	3p21.31
ALX3	Approved symbol	ALX3	ALX homeobox 3	HGNC:449	1p13.3
AMBRA1	Approved symbol	AMBRA1	autophagy/beclin-1 regulator 1	HGNC:25990	11p11.2
AMD1	Approved symbol	AMD1	adenosylmethionine decarboxylase 1	HGNC:457	6q21
AMDHD2	Approved symbol	AMDHD2	amidohydrolase domain containing 2	HGNC:24262	16p13.3
AMELY	Approved symbol	AMELY	amelogenin, Y-linked	HGNC:462	Yp11.2
AMFR	Approved symbol	AMFR	autocrine motility factor receptor, E3 ubiquitin protein ligase	HGNC:463	16q21
AMMECR1L	Approved symbol	AMMECR1L	AMMECR1-like	HGNC:28658	2q21
AMOTL1	Approved symbol	AMOTL1	angiomotin like 1	HGNC:17811	11q21
AMPD1	Approved symbol	AMPD1	adenosine monophosphate deaminase 1	HGNC:468	1p13
AMZ1	Approved symbol	AMZ1	archaelysin family metallopeptidase 1	HGNC:22231	7p22.3
AMZ2	Approved symbol	AMZ2	archaelysin family metallopeptidase 2	HGNC:28041	17q24.2
ANAPC1	Approved symbol	ANAPC1	anaphase promoting complex subunit 1	HGNC:19988	2q12.1
ANAPC10	Approved symbol	ANAPC10	anaphase promoting complex subunit 10	HGNC:24077	4q31
ANAPC11	Approved symbol	ANAPC11	anaphase promoting complex subunit 11	HGNC:14452	17q25.3
ANAPC16	Approved symbol	ANAPC16	anaphase promoting complex subunit 16	HGNC:26976	10q22.2
ANAPC2	Approved symbol	ANAPC2	anaphase promoting complex subunit 2	HGNC:19989	9q34.3
ANAPC5	Approved symbol	ANAPC5	anaphase promoting complex subunit 5	HGNC:15713	12q24.31
ANAPC7	Approved symbol	ANAPC7	anaphase promoting complex subunit 7	HGNC:17380	12q13.12
ANGEL1	Approved symbol	ANGEL1	angel homolog 1 (Drosophila)	HGNC:19961	14q24.3
ANGEL2	Approved symbol	ANGEL2	angel homolog 2 (Drosophila)	HGNC:30534	1q32.3
ANGPTL2	Approved symbol	ANGPTL2	angiopoietin-like 2	HGNC:490	9q34
ANGPTL6	Approved symbol	ANGPTL6	angiopoietin-like 6	HGNC:23140	19p13.2
ANK1	Approved symbol	ANK1	ankyrin 1, erythrocytic	HGNC:492	8p11.21
ANK2	Approved symbol	ANK2	ankyrin 2, neuronal	HGNC:493	4q25-q26
ANK3	Approved symbol	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	HGNC:494	10q21
ANKFY1	Approved symbol	ANKFY1	ankyrin repeat and FYVE domain containing 1	HGNC:20763	17p13.3
ANKH	Approved symbol	ANKH	ANKH inorganic pyrophosphate transport regulator	HGNC:15492	5p15.2
ANKIB1	Approved symbol	ANKIB1	ankyrin repeat and IBR domain containing 1	HGNC:22215	7q21.3
ANKMY2	Approved symbol	ANKMY2	ankyrin repeat and MYND domain containing 2	HGNC:25370	7p21
ANKRA2	Approved symbol	ANKRA2	ankyrin repeat, family A (RFXANK-like), 2	HGNC:13208	5q12-q13
ANKRD1	Approved symbol	ANKRD1	ankyrin repeat domain 1 (cardiac muscle)	HGNC:15819	10q23.33
ANKRD10	Approved symbol	ANKRD10	ankyrin repeat domain 10	HGNC:20265	13q33.3
ANKRD13A	Approved symbol	ANKRD13A	ankyrin repeat domain 13A	HGNC:21268	12q24.12
ANKRD16	Approved symbol	ANKRD16	ankyrin repeat domain 16	HGNC:23471	10p15.1
ANKRD17	Approved symbol	ANKRD17	ankyrin repeat domain 17	HGNC:23575	4q21.1-q21.21
ANKRD24	Approved symbol	ANKRD24	ankyrin repeat domain 24	HGNC:29424	19p13.3
ANKRD26	Approved symbol	ANKRD26	ankyrin repeat domain 26	HGNC:29186	10p12.1
ANKRD28	Approved symbol	ANKRD28	ankyrin repeat domain 28	HGNC:29024	3p25.1
ANKRD29	Approved symbol	ANKRD29	ankyrin repeat domain 29	HGNC:27110	18q11.2
ANKRD32	Approved symbol	ANKRD32	ankyrin repeat domain 32	HGNC:25408	5q15
ANKRD33	Approved symbol	ANKRD33	ankyrin repeat domain 33	HGNC:13788	12q13.13
ANKRD37	Approved symbol	ANKRD37	ankyrin repeat domain 37	HGNC:29593	4q35.1
ANKRD39	Approved symbol	ANKRD39	ankyrin repeat domain 39	HGNC:28640	2q11.2
ANKRD40	Approved symbol	ANKRD40	ankyrin repeat domain 40	HGNC:28233	17q21.33
ANKRD42	Approved symbol	ANKRD42	ankyrin repeat domain 42	HGNC:26752	11q14.1
ANKRD44	Approved symbol	ANKRD44	ankyrin repeat domain 44	HGNC:25259	2q33.1
ANKRD46	Approved symbol	ANKRD46	ankyrin repeat domain 46	HGNC:27229	8q22.3
ANKRD50	Approved symbol	ANKRD50	ankyrin repeat domain 50	HGNC:29223	4q28.1
ANKRD54	Approved symbol	ANKRD54	ankyrin repeat domain 54	HGNC:25185	22q13.1
ANKRD6	Approved symbol	ANKRD6	ankyrin repeat domain 6	HGNC:17280	6q15
ANKRD9	Approved symbol	ANKRD9	ankyrin repeat domain 9	HGNC:20096	14q32.33
ANKS1A	Approved symbol	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	HGNC:20961	6p21.31
ANKS3	Approved symbol	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	HGNC:29422	16p13.3
ANKS6	Approved symbol	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	HGNC:26724	9q31.1
ANLN	Approved symbol	ANLN	anillin, actin binding protein	HGNC:14082	7p15-p14
ANO10	Approved symbol	ANO10	anoctamin 10	HGNC:25519	3p22.1-p21.33
